"Compounds ID", "Tags", "Checked", "Name", "Formula", "Annot. Source: Predicted Compositions", "Annot. Source: mzCloud Search", "Annot. Source: mzVault Search", "Annot. Source: ChemSpider Search", "Annot. Source: MassList Search", "Annot. DeltaMass [ppm]", "Calc. MW", "m/z", "RT [min]", "Area (Max.)", "# ChemSpider Results", "# mzCloud Results", "# mzVault Results", "mzCloud Best Match", "mzCloud Best Match Confidence", "mzVault Best Match", "mzVault Library Match: LipidBlast-VS68-Neg", "mzVault Library Match: LipidBlast-VS68-Pos", "Class Coverage: Phosphatidylcholine Compound Class", "Mass List Match: LipidMaps Structure Database 2023-01-11", "Mass List Match: HMDB Serum metabolites (v5. 40600 cpds)", "MS2", "Neutral Losses", "Reference Ion", "Group Area: cla", "Group Area: cla_lps", "Group Area: ctrl", "Group Area: lps", "Group Area: no2-cla_lps", "Group CV [%]: cla", "Group CV [%]: cla_lps", "Group CV [%]: ctrl", "Group CV [%]: lps", "Group CV [%]: no2-cla_lps", "Ratio: (cla) / (ctrl)", "Ratio: (lps) / (ctrl)", "Ratio: (no2-cla_lps) / (ctrl)", "Ratio: (cla_lps) / (lps)", "Ratio: (no2-cla_lps) / (lps)", "Log2 Fold Change: (cla) / (ctrl)", "Log2 Fold Change: (lps) / (ctrl)", "Log2 Fold Change: (no2-cla_lps) / (ctrl)", "Log2 Fold Change: (cla_lps) / (lps)", "Log2 Fold Change: (no2-cla_lps) / (lps)", "P-value: (cla) / (ctrl)", "P-value: (lps) / (ctrl)", "P-value: (no2-cla_lps) / (ctrl)", "P-value: (cla_lps) / (lps)", "P-value: (no2-cla_lps) / (lps)", "Adj. P-value: (cla) / (ctrl)", "Adj. P-value: (lps) / (ctrl)", "Adj. P-value: (no2-cla_lps) / (ctrl)", "Adj. P-value: (cla_lps) / (lps)", "Adj. P-value: (no2-cla_lps) / (lps)", "Peak Rating (Max.)", "Peak Rating: Liver-H-9.raw (F9)", "Peak Rating: Liver-H-10.raw (F10)", "Peak Rating: Liver-H-11.raw (F11)", "Peak Rating: Liver-H-12.raw (F12)", "Peak Rating: Liver-H-13.raw (F13)", "Peak Rating: Liver-H-14.raw (F14)", "Peak Rating: Liver-H-15.raw (F15)", "Peak Rating: Liver-H-16.raw (F16)", "Peak Rating: Liver-H-25.raw (F25)", "Peak Rating: Liver-H-26.raw (F26)", "Peak Rating: Liver-H-27.raw (F27)", "Peak Rating: Liver-H-28.raw (F28)", "Peak Rating: Liver-H-29.raw (F29)", "Peak Rating: Liver-H-30.raw (F30)", "Peak Rating: Liver-H-31.raw (F31)", "Peak Rating: Liver-H-32.raw (F32)", "Peak Rating: Liver-H-1.raw (F1)", "Peak Rating: Liver-H-2.raw (F2)", "Peak Rating: Liver-H-3.raw (F3)", "Peak Rating: Liver-H-4.raw (F4)", "Peak Rating: Liver-H-5.raw (F5)", "Peak Rating: Liver-H-6.raw (F6)", "Peak Rating: Liver-H-7.raw (F7)", "Peak Rating: Liver-H-8.raw (F8)", "Peak Rating: Liver-H-17.raw (F17)", "Peak Rating: Liver-H-18.raw (F18)", "Peak Rating: Liver-H-19.raw (F19)", "Peak Rating: Liver-H-20.raw (F20)", "Peak Rating: Liver-H-21.raw (F21)", "Peak Rating: Liver-H-22.raw (F22)", "Peak Rating: Liver-H-23.raw (F23)", "Peak Rating: Liver-H-24.raw (F24)", "Peak Rating: Liver-H-33.raw (F33)", "Peak Rating: Liver-H-34.raw (F34)", "Peak Rating: Liver-H-35.raw (F35)", "Peak Rating: Liver-H-36.raw (F36)", "Peak Rating: Liver-H-37.raw (F37)", "Peak Rating: Liver-H-38.raw (F38)", "Peak Rating: Liver-H-39.raw (F39)", "Peak Rating: Liver-H-40.raw (F40)"
"4803", "", "False", "2-deoxyecdysone", "C27 H44 O5", "Full match", " No results", " No results", " Not the top hit", " Full match", "1.20", "448.31941", "447.31213", "5.421", "3078402.64791562", "4", "0", "0", "", "", "", "No matches found", " No matches found", "", "Multiple matches found", " No matches found", "PreferredDDA", "", "[M-H]-1", "292068.216377817", " 933412.036746005", " 279121.077661998", " 432817.369933869", " 1971176.25865208", "45.4006022159136", " 81.9357732265786", " 25.6411800604169", " 65.8004688463847", " 52.5429927723128", "1.046", " 1.551", " 7.062", " 2.157", " 4.554", "0.07", " 0.63", " 2.82", " 1.11", " 2.19", "0.999908031507012", " 0.891178287719725", " 0.000836771764007649", " 0.147717115344317", " 0.0105070041802929", "1", " 1", " 0.00905092799244757", " 1", " 0.0954063119433795", "4.5", "", " ", " ", " ", " ", " ", " ", " ", " ", " 1.1", " 4.5", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " 1.8", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " "
"1117", "", "False", "PA 2:0_18:0", "C23 H45 O8 P", "No match", " No results", " Invalid mass", " No match", " No match", "-124968.78", "420.26455", "419.25774", "10.901", "3078039.16212129", "2", "0", "10", "", "", "59.8", "Multiple matches found", " No matches found", "", "Multiple matches found", " Single match found", "OtherDDA", "Fatty_Acid_18:0", "[M-H]-1", "568611.64018355", " 1527964.08771447", " 268091.713264457", " 878545.127340803", " 155512.415644528", "62.2942761667107", " 59.3058685710779", " 77.8877334780481", " 45.2976202817103", " 71.1752498661906", "2.121", " 3.277", " 0.580", " 1.739", " 0.177", "1.08", " 1.71", " -0.79", " 0.80", " -2.50", "0.639924914587612", " 0.0368331237453424", " 0.99433235607416", " 0.978292228429087", " 0.0135584880128549", "1", " 0.173717506959945", " 1", " 1", " 0.111772359724062", "7.0", "6.4", " 6.4", " ", " ", " ", " ", " 6.0", " 2.6", " 4.3", " 4.3", " ", " 5.5", " 7.0", " ", " 7.0", " 6.0", " ", " ", " ", " ", " ", " 5.6", " 5.2", " ", " 5.8", " ", " 5.6", " ", " ", " ", " ", " ", " ", " 6.0", " ", " ", " ", " ", " ", " "
"3564", "", "False", "", "", "No results", " No results", " No results", " No results", " No results", "", "360.25464", "359.24737", "4.124", "3075542.29203742", "0", "0", "0", "", "", "", "No matches found", " No matches found", "", "No matches found", " No matches found", "PreferredDDA", "", "[M-H]-1", "1691919.98943523", " 1790417.64909057", " 471444.430005435", " 1829529.92782572", " 1509136.92130067", "42.1316521410937", " 38.4970606433818", " 57.2753243196352", " 9.95546261506885", " 19.2060702085855", "3.589", " 3.881", " 3.201", " 0.979", " 0.825", "1.84", " 1.96", " 1.68", " -0.03", " -0.28", "8.14478234612004E-06", " 2.64098458246931E-06", " 4.82206456036138E-05", " 0.885743810566468", " 0.868782952302709", "0.00140647530934841", " 6.45042462661176E-05", " 0.000925545926425259", " 1", " 1", "8.0", "2.6", " 5.2", " 4.1", " 3.9", " 4.3", " 3.9", " 4.3", " 4.3", " 4.1", " 4.4", " ", " 3.7", " 5.0", " 4.4", " 4.4", " 4.4", " ", " 1.6", " ", " ", " ", " 4.1", " 3.3", " 3.0", " 6.1", " 8.0", " 6.5", " 6.1", " 6.8", " 6.5", " 4.6", " 6.1", " 4.3", " 4.8", " 3.2", " 3.3", " 4.3", " 5.8", " 5.1", " 5.5"
"9433", "", "False", "", "C3 H2 Br N O11", "Full match", " No results", " No results", " No results", " No results", "-1.41", "306.88069", "305.87341", "0.680", "3075370.86585568", "0", "0", "0", "", "", "", "No matches found", " No matches found", "", "No matches found", " No matches found", "NoMSn", "", "[M-H]-1", "88850.79650643", " 124726.714655471", " 103754.675570762", " 94048.6541361644", " 66028.8525185388", "18.093346068939", " 215.690965054522", " 14.7622099141973", " 39.7941689497611", " 30.2409170902883", "0.856", " 0.906", " 0.636", " 1.326", " 0.702", "-0.22", " -0.14", " -0.65", " 0.41", " -0.51", "0.973217026068714", " 0.992166773120113", " 0.767627663473425", " 0.310271811440897", " 0.946779300692991", "1", " 1", " 1", " 1", " 1", "6.0", "", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " 6.0", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " "
"2413", "", "False", "", "C24 H15 Cl2 N O11", "Full match", " No results", " No results", " No results", " No results", "-1.84", "563.00118", "561.99390", "6.383", "3075344.79098304", "0", "0", "0", "", "", "", "No matches found", " No matches found", "", "No matches found", " No matches found", "PreferredDDA", "", "[M-H]-1", "239336.605239695", " 205343.556964446", " 445215.349145779", " 313758.87462967", " 257529.292127501", "42.8816895126214", " 30.1841768448945", " 104.549803919275", " 28.6163297491541", " 25.2413712009717", "0.538", " 0.705", " 0.578", " 0.654", " 0.821", "-0.90", " -0.50", " -0.79", " -0.61", " -0.28", "0.0390573122987624", " 0.0919249722984142", " 0.0875773095022787", " 0.752083550772478", " 0.999999937304995", "0.572937593080057", " 0.353859015382593", " 0.331312375602864", " 1", " 1", "6.2", "", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " 6.2", " 2.8", " 6.0", " 5.5", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " "
"3896", "", "False", "", "C29 H48 O6", "Not the top hit", " No results", " No results", " No results", " Full match", "-1.39", "492.34440", "491.33713", "6.021", "3073085.35939696", "0", "0", "0", "", "", "", "No matches found", " No matches found", "", "Single match found", " No matches found", "NoMSn", "", "[M-H]-1", "94580.8048649514", " 69417.671365599", " 82613.981283623", " 101426.811065143", " 126000.487047668", "39.6400659765058", " 39.1076463957939", " 29.7524795398518", " 218.380414241625", " 12.9047495881442", "1.145", " 1.228", " 1.525", " 0.684", " 1.242", "0.20", " 0.30", " 0.61", " -0.55", " 0.31", "0.999996956924269", " 0.511565663580999", " 0.732367335659863", " 0.267559497814695", " 0.996240940759644", "1", " 1", " 1", " 1", " 1", "5.2", "", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " 5.2", " ", " 3.2", " ", " ", " ", " ", " ", " ", " ", " "
"4988", "", "False", "LPA 16:1", "C19 H37 O7 P", "No results", " No results", " Full match", " Partial match", " Partial match", "2.80", "408.22883", "407.22156", "9.109", "3071948.62406836", "2", "0", "1", "", "", "94.7", "Single match found", " No matches found", "", "Multiple matches found", " No matches found", "PreferredDDA", "", "[M-H]-1", "40603.3519041569", " 81140.712846121", " 25570.9636245854", " 786954.538646173", " 48204.8598636787", "29.261831978821", " 141.160755715485", " 22.5454890546145", " 105.801887690696", " 21.562894085768", "1.588", " 30.775", " 1.885", " 0.103", " 0.061", "0.67", " 4.94", " 0.91", " -3.28", " -4.03", "0.765070447866326", " 2.41290572022823E-06", " 0.501487697306822", " 0.0608974006216794", " 0.000301119470312972", "1", " 5.95243884817205E-05", " 1", " 1", " 0.00924372228400593", "3.2", "", " ", " ", " ", " ", " ", " ", " ", " 2.6", " 1.4", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " 3.2", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " "
"2951","","False","9,10-dichloro-octadecanoic acid","C18 H34 Cl2 O2","No results"," No results"," No results"," No results"," Full match","1.15","352.19399","351.18672","7.786","3069744.62236842","0","0","0","","","","No matches found"," No matches found","","Single match found"," No matches found","PreferredDDA","","[M-H]-1","976148.15605478"," 1059941.50127475"," 842050.580056471"," 1508796.80617106"," 1524673.67070654","42.2085003246113"," 39.6737534709489"," 42.1822785975146"," 55.9039886697022"," 21.0494600682605","1.159"," 1.792"," 1.811"," 0.703"," 1.011","0.21"," 0.84"," 0.86"," -0.51"," 0.02","0.999729894966585"," 0.999047196894502"," 0.739601281401438"," 0.980985675318213"," 0.867859092051338","1"," 1"," 1"," 1"," 1","3.9",""," "," "," "," "," 3.6"," 3.2"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," 3.9"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"4748","","False","CP 47,497-C8-Homolog C-8-hydroxy metabolite","C22 H36 O3","Not the top hit"," Full match"," No results"," Partial match"," Partial match","1.72","348.26704","347.25977","6.823","3068705.65856113","2","2","0","93.2","9.7","","No matches found"," No matches found","","Multiple matches found"," Single match found","PreferredDDA","","[M-H]-1","491920.10418474"," 506303.736047873"," 565476.730187846"," 909892.93189586"," 1222002.36317063","85.4095363363521"," 48.6655495021416"," 93.2942300382774"," 67.2828091999842"," 27.3977453735208","0.870"," 1.609"," 2.161"," 0.556"," 1.343","-0.20"," 0.69"," 1.11"," -0.85"," 0.43","0.82752552466069"," 0.999492255784565"," 0.443669049018836"," 0.611873886846873"," 0.575663606038178","1"," 1"," 0.978059227209945"," 1"," 1","4.3",""," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," 0.5"," "," 2.8"," "," 4.3"," "," "," "," "," "," "," "," "," "," "," "," "," 2.1"," 2.1"," 1.9"," "
"2405", "", "False", "", "C20 H30 Br2 O6", "Full match", " No results", " No results", " No results", " No results", "2.43", "524.04219", "523.03491", "7.327", "3067455.73395666", "0", "0", "0", "", "", "", "No matches found", " No matches found", "", "No matches found", " No matches found", "NoMSn", "", "[M-H]-1", "811126.636102069", " 738330.286260557", " 924377.592544086", " 1563687.79930936", " 1328339.92524352", "72.5522440623857", " 39.157694371158", " 22.9844335741204", " 43.5228349383199", " 16.4421461659942", "0.877", " 1.692", " 1.437", " 0.472", " 0.849", "-0.19", " 0.76", " 0.52", " -1.08", " -0.24", "0.995249149991959", " 0.977266440826154", " 0.626054650194118", " 0.503839391851486", " 0.919545814121384", "1", " 1", " 1", " 1", " 1", "5.1", "", " ", " ", " ", " 5.1", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " "
"2016", "", "False", "", "C18 H36 Cl2 N4 O3 S", "Full match", " No results", " No results", " No results", " No results", "-4.82", "458.18631", "457.17903", "5.116", "3066792.67552813", "0", "0", "0", "", "", "", "No matches found", " No matches found", "", "No matches found", " No matches found", "PreferredDDA", "", "[M-H]-1", "96250.945525648", " 116852.972506325", " 107781.78271918", " 345933.678752746", " 142931.887561634", "30.4138559338367", " 23.5769986678532", " 21.2424120626406", " 124.357821872922", " 17.1891432739086", "0.893", " 3.210", " 1.326", " 0.338", " 0.413", "-0.16", " 1.68", " 0.41", " -1.57", " -1.28", "0.999310700363666", " 0.00507526742835018", " 0.967931807369731", " 0.00409439605887085", " 0.0267183767301633", "1", " 0.0344760919925817", " 1", " 0.409947586803053", " 0.175560068194257", "5.2", "", " ", " ", " ", " ", " 2.5", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " 4.5", " ", " 4.7", " 5.2", " 4.7", " ", " ", " ", " ", " ", " ", " ", " "
"2492", "", "False", "1-Methoxyficifolinol", "C26 H30 O5", "No match", " No results", " No results", " No results", " Full match", "-2.98", "422.20807", "457.17743", "5.123", "3066792.67552813", "0", "0", "0", "", "", "", "No matches found", " No matches found", "", "Multiple matches found", " No matches found", "OtherDDA", "", "[M+Cl]-1", "137324.52035329", " 164860.179146247", " 164242.92277449", " 374399.173391817", " 199463.364754663", "39.0991688806138", " 24.2103740240086", " 18.6748671238758", " 119.632110119271", " 20.6230654000208", "0.836", " 2.280", " 1.214", " 0.440", " 0.533", "-0.26", " 1.19", " 0.28", " -1.18", " -0.91", "0.995241798935183", " 0.0114227562729521", " 0.97199392298643", " 0.00846016814594075", " 0.0520571575728255", "1", " 0.0668455350741185", " 1", " 0.523732295977955", " 0.271541389501495", "5.8", "", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " 4.5", " ", " 4.7", " 5.2", " 5.8", " ", " ", " ", " ", " ", " ", " ", " "
"1957", "", "False", "", "C24 H16 Cl N4 O6 P S", "Full match", " No results", " No results", " No results", " No results", "-0.53", "554.02137", "553.01410", "6.567", "3066681.41547615", "0", "0", "0", "", "", "", "No matches found", " No matches found", "", "No matches found", " No matches found", "PreferredDDA", "", "[M-H]-1", "785255.490888298", " 123379.410791158", " 152817.022190091", " 224193.534159754", " 191051.736092855", "103.899720665318", " 92.2141401527716", " 123.303339203241", " 151.470770492551", " 92.3959400260555", "5.139", " 1.467", " 1.250", " 0.550", " 0.852", "2.36", " 0.55", " 0.32", " -0.86", " -0.23", "0.87959205419405", " 0.997847233993037", " 0.998952334964618", " 0.873952051061369", " 0.999998200038649", "1", " 1", " 1", " 1", " 1", "5.5", "0.8", " ", " ", " ", " 4.1", " 5.1", " 4.7", " 2.4", " ", " ", " ", " ", " ", " ", " 3.0", " 2.9", " 3.3", " 5.5", " ", " 1.7", " ", " ", " ", " ", " ", " ", " ", " 2.2", " ", " 3.9", " ", " 3.1", " 3.1", " ", " ", " ", " ", " 4.1", " 2.2", " "
"4992", "", "False", "", "", "No results", " No results", " No results", " No results", " No results", "", "552.02760", "551.02032", "6.572", "3066681.41547615", "0", "0", "0", "", "", "", "No matches found", " No matches found", "", "No matches found", " No matches found", "NoMSn", "", "[M-H]-1", "785255.490888298", " 154377.586923176", " 191211.183253457", " 242148.981691793", " 248924.923751239", "102.180910253631", " 77.5299115723801", " 115.392109241413", " 149.986125515326", " 78.9325641852196", "4.107", " 1.266", " 1.302", " 0.638", " 1.028", "2.04", " 0.34", " 0.38", " -0.65", " 0.04", "0.914010334562036", " 0.993546148526059", " 0.993815935124865", " 0.862640027589416", " 0.999999999893126", "1", " 1", " 1", " 1", " 1", "5.1", "0.8", " ", " ", " ", " 4.1", " 5.1", " 4.7", " 2.4", " ", " ", " ", " ", " ", " ", " 3.0", " ", " 3.0", " 3.9", " ", " 0.9", " ", " ", " ", " ", " ", " ", " ", " 2.2", " ", " 3.9", " ", " ", " 3.1", " ", " ", " ", " ", " 4.1", " 4.5", " "
"5037","","False","1,4-bis[(2-ethylhexyl)oxy]-1,4-dioxobutane-2-sulfonic acid","C20 H38 O7 S","Full match"," No results"," No results"," No results"," Full match","1.84","422.23460","421.22733","10.507","3066607.53499592","0","0","0","","","","No matches found"," No matches found","","Single match found"," Single match found","PreferredDDA","","[M-H]-1","130682.905278338"," 225932.869630383"," 44052.0322989482"," 242521.939922723"," 369905.412151567","99.694659272241"," 67.2628488039698"," 64.4277271513116"," 34.7293163999485"," 133.98368690594","2.967"," 5.505"," 8.397"," 0.932"," 1.525","1.57"," 2.46"," 3.07"," -0.10"," 0.61","0.0579937720361091"," 0.00326638981777017"," 7.43933474878222E-06"," 0.996987486098678"," 0.258542062122423","0.72440697734952"," 0.0235445437494444"," 0.000213464034424557"," 1"," 0.781355857388056","2.4",""," "," "," "," "," "," "," "," "," "," "," "," "," 1.4"," 1.1"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," 1.4"," "," "," 2.4"," "," 1.1"
"3449", "", "False", "", "C18 H40 Br N3 O5", "Full match", " No results", " No results", " No results", " No results", "0.07", "457.21517", "456.20789", "6.403", "3065746.121895", "0", "0", "0", "", "", "", "No matches found", " No matches found", "", "No matches found", " No matches found", "PreferredDDA", "", "[M-H]-1", "224598.518783746", " 170105.380700746", " 202987.33970114", " 253121.473328487", " 215075.491683593", "128.684259993184", " 30.392507949968", " 108.289909958176", " 86.601574459455", " 26.2502925999558", "1.106", " 1.247", " 1.060", " 0.672", " 0.850", "0.15", " 0.32", " 0.08", " -0.57", " -0.23", "0.702187737505227", " 0.999699980666384", " 0.999821711661815", " 0.630942220073898", " 0.996444588236403", "1", " 1", " 1", " 1", " 1", "3.9", "", " ", " ", " ", " 3.9", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " 2.6", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " 3.0", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " "
"5723", "", "False", "", "", "No results", " No results", " No results", " No results", " No results", "", "553.18635", "552.17908", "5.970", "3065375.03685732", "0", "0", "0", "", "", "", "No matches found", " No matches found", "", "No matches found", " No matches found", "NoMSn", "", "[M-H]-1", "284901.760111298", " 267829.412870915", " 253681.344842842", " 306720.499721267", " 345002.464747361", "166.774728561432", " 45.572281992868", " 29.843409643823", " 112.859866929549", " 21.8000865313335", "1.123", " 1.209", " 1.360", " 0.873", " 1.125", "0.17", " 0.27", " 0.44", " -0.20", " 0.17", "0.954911277151584", " 0.748946311682031", " 0.869382952738679", " 0.677270929375567", " 0.999223407007871", "1", " 1", " 1", " 1", " 1", "2.2", "", " ", " ", " ", " ", " ", " 1.7", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " 2.2", " ", " 1.3", " ", " ", " ", " ", " ", " ", " ", " "
"6471", "", "False", "Ophiobolin R", "C26 H38 O4", "No results", " No results", " No results", " Partial match", " Full match", "-3.88", "414.27540", "395.25778", "6.000", "3059772.53953651", "4", "0", "0", "", "", "", "No matches found", " No matches found", "", "Single match found", " Single match found", "NoMSn", "", "[M-H-H2O]-1", "327640.858894862", " 737931.617698457", " 826883.433625426", " 918284.062695689", " 353410.885042239", "32.3543477388337", " 71.3394731076853", " 75.5578009165668", " 67.2429467488415", " 65.4022987032153", "0.396", " 1.111", " 0.427", " 0.804", " 0.385", "-1.34", " 0.15", " -1.23", " -0.32", " -1.38", "0.122605518309811", " 0.873342376501272", " 0.400224139105117", " 0.504051169612792", " 0.0686389799602232", "1", " 1", " 0.919348004950215", " 1", " 0.326382853325447", "5.4", "", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " 3.1", " ", " 0.7", " 5.4", " ", " ", " "
"4685", "", "False", "11-deoxy-11-methylene-15-keto-PGD2", "C21 H32 O4", "No results", " No results", " No results", " Partial match", " Full match", "4.33", "348.23157", "347.22379", "3.769", "3055890.8346248", "5", "0", "0", "", "", "", "No matches found", " No matches found", "", "Multiple matches found", " Multiple matches found", "OtherDDA", "", "[M-H]-1", "105646.886958487", " 364412.814401128", " 131877.685738401", " 216611.389536954", " 853782.418353801", "12.0657237043055", " 77.5914348878174", " 12.470863744327", " 81.751894457844", " 77.158928693727", "0.801", " 1.643", " 6.474", " 1.682", " 3.942", "-0.32", " 0.72", " 2.69", " 0.75", " 1.98", "0.940135045412235", " 0.312171886596516", " 6.24418529282522E-06", " 0.930948648739682", " 0.00200647870838566", "1", " 0.85352996660264", " 0.000185684337876975", " 1", " 0.0310530973689309", "5.8", "", " ", " ", " ", " ", " ", " ", " ", " 3.3", " ", " ", " ", " 3.3", " 5.0", " ", " 1.8", " ", " ", " ", " ", " ", " ", " ", " ", " 2.0", " ", " 5.0", " 5.8", " ", " ", " 3.1", " 1.4", " 5.1", " 2.4", " ", " 3.5", " 3.0", " ", " 3.7", " 3.3"
"2483", "", "False", "", "C15 H21 Cl N10 O14 S2", "Full match", " No results", " No results", " No results", " No results", "-0.83", "664.03631", "663.02903", "7.989", "3053949.57171113", "0", "0", "0", "", "", "", "No matches found", " No matches found", "", "No matches found", " No matches found", "PreferredDDA", "", "[M-H]-1", "252312.329621589", " 253221.096471101", " 233840.395092196", " 252053.368485046", " 278884.500427522", "112.203869115338", " 34.4390286474284", " 28.0005207846135", " 167.779357091911", " 16.5794972014425", "1.079", " 1.078", " 1.193", " 1.005", " 1.106", "0.11", " 0.11", " 0.25", " 0.01", " 0.15", "0.798203242504542", " 0.995062641179965", " 0.99969204156506", " 0.991080512579224", " 0.999653356012551", "1", " 1", " 1", " 1", " 1", "5.1", "", " ", " ", " ", " 2.8", " 3.7", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " 5.1", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " 3.6", " ", " ", " ", " ", " ", " ", " ", " "
"2425", "", "False", "", "C3 H9 Cl N P S3", "Full match", " No results", " No results", " No results", " No results", "-4.65", "220.93130", "219.92338", "0.495", "3050715.81499137", "0", "0", "0", "", "", "", "No matches found", " No matches found", "", "No matches found", " No matches found", "PreferredDDA", "", "[M-H]-1", "205001.960775554", " 422489.613094441", " 309898.567066082", " 555547.630411724", " 233220.757248051", "161.537668425215", " 60.4618212134122", " 68.6370181000416", " 54.9472517845951", " 63.2013395235389", "0.662", " 1.793", " 0.753", " 0.760", " 0.420", "-0.60", " 0.84", " -0.41", " -0.39", " -1.25", "0.99916134180585", " 0.860704618853815", " 0.999406658738852", " 0.825101577561344", " 0.746526931341523", "1", " 1", " 1", " 1", " 1", "6.7", "4.1", " 5.4", " 6.0", " 3.9", " ", " ", " 4.4", " 6.6", " 4.8", " 4.5", " ", " 4.1", " 3.1", " 5.4", " 2.7", " 6.0", " ", " ", " 6.7", " 5.4", " 2.0", " 4.1", " 6.0", " ", " 6.4", " ", " 4.5", " 5.2", " 3.9", " 6.0", " 4.8", " 4.8", " 1.6", " 5.2", " 1.6", " ", " 2.3", " 5.4", " 3.5", " 3.9"
"3805", "", "False", "2-(4-Methylphenoxy)-7-(4-chlorophenyl)heptanoic acid", "C20 H23 Cl O3", "No results", " No results", " No results", " No results", " Full match", "1.31", "346.13402", "345.12678", "5.857", "3050656.23386094", "0", "0", "0", "", "", "", "No matches found", " No matches found", "", "No matches found", " Multiple matches found", "PreferredDDA", "", "[M-H]-1", "272280.001257517", " 135742.724510424", " 259116.956370831", " 770180.159230832", " 214305.163113861", "91.4231117834059", " 47.1765513738659", " 120.35176965248", " 100.109004726959", " 83.6197572570388", "1.051", " 2.972", " 0.827", " 0.176", " 0.278", "0.07", " 1.57", " -0.27", " -2.50", " -1.85", "0.982854742706629", " 0.475297276083675", " 0.954859363994404", " 0.0109025216499157", " 0.152430813657574", "1", " 1", " 1", " 0.568108743886422", " 0.559007637418592", "5.4", "0.5", " ", " ", " ", " ", " 5.4", " ", " ", " 3.5", " ", " ", " ", " 2.1", " ", " ", " 0.8", " ", " ", " 4.7", " 3.3", " ", " ", " 1.7", " ", " 2.4", " ", " ", " ", " ", " ", " 4.3", " ", " ", " 3.7", " 3.1", " ", " ", " 1.2", " 3.5", " "
"6735", "", "False", "Dimerum acid", "C22 H36 N4 O8", "Full match", " No results", " No results", " No results", " Full match", "-4.97", "484.25091", "483.24363", "9.895", "3049154.71442197", "0", "0", "0", "", "", "", "No matches found", " No matches found", "", "No matches found", " Single match found", "PreferredDDA", "", "[M-H]-1", "77862.9015085292", " 123701.137125912", " 32646.8909766353", " 1687592.94912309", " 56093.2463703307", "76.6722524202618", " 121.286988085656", " 33.0629796337059", " 76.635020405476", " 44.2272754061157", "2.385", " 51.692", " 1.718", " 0.073", " 0.033", "1.25", " 5.69", " 0.78", " -3.77", " -4.91", "0.150566828529562", " 1.7276293506896E-08", " 0.363807915142656", " 0.0151035383739551", " 3.97237435623143E-06", "1", " 1.28826179536649E-06", " 0.870221460206358", " 0.626284317773683", " 0.00090930420438107", "1.8", "", " ", " ", " ", " ", " ", " ", " ", " ", " 1.8", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " "
