"Compounds ID", "Tags", "Checked", "Name", "Formula", "Annot. Source: Predicted Compositions", "Annot. Source: mzCloud Search", "Annot. Source: mzVault Search", "Annot. Source: ChemSpider Search", "Annot. Source: MassList Search", "Annot. DeltaMass [ppm]", "Calc. MW", "m/z", "RT [min]", "Area (Max.)", "# ChemSpider Results", "# mzCloud Results", "# mzVault Results", "mzCloud Best Match", "mzCloud Best Match Confidence", "mzVault Best Match", "mzVault Library Match: Bamba lab 34 lipid mediators library stepped NCE 10 30 45", "mzVault Library Match: Bamba lab 598 polar metabolites stepped NCE 10 30 45", "mzVault Library Match: Custom mzVault Library", "mzVault Library Match: LipidBlast-VS68-Neg", "mzVault Library Match: LipidBlast-VS68-Pos", "Class Coverage: Phosphatidylcholine Compound Class", "Mass List Match: LipidMaps Structure Database 2021-09-13", "MS2", "Neutral Losses", "Reference Ion", "Group Area: cla", "Group Area: cla/lps", "Group Area: ctrl", "Group Area: lps", "Group Area: no2-cla/lps", "Group CV [%]: cla", "Group CV [%]: cla/lps", "Group CV [%]: ctrl", "Group CV [%]: lps", "Group CV [%]: no2-cla/lps", "Ratio: (cla) / (ctrl)", "Ratio: (lps) / (ctrl)", "Ratio: (no2-cla/lps) / (ctrl)", "Ratio: (cla/lps) / (lps)", "Ratio: (no2-cla/lps) / (lps)", "Log2 Fold Change: (cla) / (ctrl)", "Log2 Fold Change: (lps) / (ctrl)", "Log2 Fold Change: (no2-cla/lps) / (ctrl)", "Log2 Fold Change: (cla/lps) / (lps)", "Log2 Fold Change: (no2-cla/lps) / (lps)", "P-value: (cla) / (ctrl)", "P-value: (lps) / (ctrl)", "P-value: (no2-cla/lps) / (ctrl)", "P-value: (cla/lps) / (lps)", "P-value: (no2-cla/lps) / (lps)", "Adj. P-value: (cla) / (ctrl)", "Adj. P-value: (lps) / (ctrl)", "Adj. P-value: (no2-cla/lps) / (ctrl)", "Adj. P-value: (cla/lps) / (lps)", "Adj. P-value: (no2-cla/lps) / (lps)", "Peak Rating (Max.)", "Peak Rating: Liver-F-9.raw (F9)", "Peak Rating: Liver-F-10.raw (F10)", "Peak Rating: Liver-F-11.raw (F11)", "Peak Rating: Liver-F-12.raw (F12)", "Peak Rating: Liver-F-13.raw (F13)", "Peak Rating: Liver-F-14.raw (F14)", "Peak Rating: Liver-F-15.raw (F15)", "Peak Rating: Liver-F-16.raw (F16)", "Peak Rating: Liver-F-25.raw (F25)", "Peak Rating: Liver-F-26.raw (F26)", "Peak Rating: Liver-F-27.raw (F27)", "Peak Rating: Liver-F-28.raw (F28)", "Peak Rating: Liver-F-29.raw (F29)", "Peak Rating: Liver-F-30.raw (F30)", "Peak Rating: Liver-F-31.raw (F31)", "Peak Rating: Liver-F-32.raw (F32)", "Peak Rating: Liver-F-1.raw (F1)", "Peak Rating: Liver-F-2.raw (F2)", "Peak Rating: Liver-F-3.raw (F3)", "Peak Rating: Liver-F-4.raw (F4)", "Peak Rating: Liver-F-5.raw (F5)", "Peak Rating: Liver-F-6.raw (F6)", "Peak Rating: Liver-F-7.raw (F7)", "Peak Rating: Liver-F-8.raw (F8)", "Peak Rating: Liver-F-17.raw (F17)", "Peak Rating: Liver-F-18.raw (F18)", "Peak Rating: Liver-F-19.raw (F19)", "Peak Rating: Liver-F-20.raw (F20)", "Peak Rating: Liver-F-21.raw (F21)", "Peak Rating: Liver-F-22.raw (F22)", "Peak Rating: Liver-F-23.raw (F23)", "Peak Rating: Liver-F-24.raw (F24)", "Peak Rating: Liver-F-33.raw (F33)", "Peak Rating: Liver-F-34.raw (F34)", "Peak Rating: Liver-F-35.raw (F35)", "Peak Rating: Liver-F-36.raw (F36)", "Peak Rating: Liver-F-37.raw (F37)", "Peak Rating: Liver-F-38.raw (F38)", "Peak Rating: Liver-F-39.raw (F39)", "Peak Rating: Liver-F-40.raw (F40)"
"1194", "", "False", "bhas#26", "C21 H40 O7", "Not the top hit", " No results", " No results", " Full match", " Full match", "2.57", "404.27844", "403.27117", "6.975", "1592860.93198123", "2", "0", "0", "", "", "", "No matches found", " No matches found", " No matches found", " No matches found", " No matches found", "", "Multiple matches found", "PreferredDDA", "", "[M-H]-1", "", " 650384.632193871", " ", " 1231872.64689886", " 756020.597611544", "", " 73.0849603368167", " ", " 40.2935301792871", " 53.899450122236", "", " Infinity", " Infinity", " 0.528", " 0.614", "", " Infinity", " Infinity", " -0.92", " -0.70", "", " ", " ", " 0.422796746675282", " 0.586031597209729", "", " ", " ", " 0.999999999996915", " 1", "6.3", "", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " 0.8", " ", " 2.1", " 2.3", " 2.3", " ", " ", " ", " ", " ", " ", " ", " ", " 5.3", " 2.7", " 1.7", " 6.3", " ", " ", " 2.9", " ", " ", " ", " ", " 4.5", " 3.4", " 3.3", " ", " 4.8"
"1816", "", "False", "Nonadecylic acid", "C19 H38 O2", "Full match", " No results", " No results", " Not the top hit", " Full match", "1.09", "298.28751", "297.28023", "9.041", "1585085.79378811", "26", "0", "0", "", "", "", "No matches found", " No matches found", " No matches found", " No matches found", " No matches found", "", "Multiple matches found", "PreferredDDA", "", "[M-H]-1", "451677.451554174", " 809374.066130501", " 853756.780907797", " 918223.965411415", " 620881.698664064", "33.960407526734", " 57.6256438982201", " 41.5256006051037", " 22.8506972370036", " 62.5386137108762", "0.529", " 1.076", " 0.727", " 0.881", " 0.676", "-0.92", " 0.11", " -0.46", " -0.18", " -0.56", "0.527393848572054", " 0.999644365510547", " 0.999844436715074", " 0.999622534478053", " 0.999999991437527", "0.999999999946231", " 1", " 1", " 0.999999999996915", " 1", "4.5", "1.6", " ", " ", " ", " 3.5", " ", " 2.0", " ", " ", " 3.8", " ", " ", " 3.3", " 4.5", " 2.3", " ", " ", " 1.1", " 1.9", " ", " 3.0", " ", " 1.0", " ", " ", " ", " 1.0", " 4.0", " 4.4", " 3.1", " ", " 2.5", " ", " ", " ", " ", " ", " 1.1", " 1.1", " 3.3"
"1421", "", "False", "LPC 16:0", "C24 H50 N O7 P", "No match", " No results", " Invalid mass", " No match", " No match", "121174.61", "555.35421", "554.34694", "5.497", "1584705.21371094", "2", "0", "9", "", "", "76.6", "No matches found", " No matches found", " No matches found", " Multiple matches found", " No matches found", "", "Multiple matches found", "PreferredDDA", "", "[M-H]-1", "409288.000990524", " ", " 569319.194153785", " 435286.976218522", " 440052.498124227", "43.8618157145814", " ", " 55.8956858054683", " 50.8990241846888", " 24.7589080069029", "0.719", " 0.765", " 0.773", " 0.000", " 1.011", "-0.48", " -0.39", " -0.37", " -Infinity", " 0.02", "0.118768823694014", " 0.929723247759622", " 0.665404204836795", " ", " 0.939660042526983", "0.999999999946231", " 1", " 1", " ", " 1", "5.6", "2.3", " ", " ", " ", " 3.8", " ", " 4.5", " 3.0", " ", " ", " ", " ", " ", " ", " ", " ", " 1.9", " 3.3", " ", " ", " 3.0", " 4.5", " 3.4", " 1.5", " 2.5", " 2.7", " ", " ", " ", " ", " 1.5", " ", " ", " 5.6", " ", " ", " ", " 5.6", " ", " "
"600", "", "False", "", "C12 H28 O P2", "Full match", " No results", " No results", " No results", " No results", "-3.54", "250.16065", "309.17457", "10.850", "1556869.06072138", "0", "0", "0", "", "", "", "No matches found", " No matches found", " No matches found", " No matches found", " No matches found", "", "No matches found", "OtherDDA", "", "[M-H+HAc]-1", "1116750.08938481", " 1178876.39502656", " 1141187.53735687", " 926418.776480543", " 1239289.09052755", "", " 31.6088880814931", " 4.58457222345821", " 34.5383413749263", " 33.1060987509505", "0.979", " 0.812", " 1.086", " 1.273", " 1.338", "-0.03", " -0.30", " 0.12", " 0.35", " 0.42", "", " 0.929926937598553", " 0.999999999253696", " 0.922841083700055", " 0.904558016966265", "", " 1", " 1", " 0.999999999996915", " 1", "9.3", "", " ", " 6.3", " ", " ", " ", " ", " ", " ", " ", " ", " 4.7", " 6.0", " ", " ", " ", " ", " 9.3", " ", " ", " 8.2", " ", " ", " ", " 5.7", " 6.2", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " 4.9", " ", " 2.8", " 5.3"
"750", "", "False", "", "", "No results", " No results", " No results", " No results", " No results", "", "350.21313", "349.20585", "10.850", "1536444.64372176", "0", "0", "0", "", "", "", "No matches found", " No matches found", " No matches found", " No matches found", " No matches found", "", "No matches found", "NoMSn", "", "[M-H]-1", "676233.398618182", " 939168.727395307", " 754780.622433373", " 891493.152732499", " 1001059.13445253", "", " 69.105331443982", " ", " 2.80899585488097", " 5.30602841504664", "0.896", " 1.181", " 1.326", " 1.053", " 1.123", "-0.16", " 0.24", " 0.41", " 0.08", " 0.17", "", " ", " ", " 0.996267932450163", " 0.999658857353452", "", " ", " ", " 0.999999999996915", " 1", "7.6", "", " ", " ", " 2.3", " ", " ", " ", " ", " ", " 4.4", " 5.3", " ", " 5.2", " 5.3", " ", " ", " ", " ", " ", " ", " ", " ", " ", " 2.3", " ", " ", " ", " ", " ", " ", " 7.6", " 6.8", " 7.3", " ", " ", " ", " 5.8", " ", " ", " "
"1725", "", "False", "", "", "No results", " No results", " No results", " No results", " No results", "", "260.82366", "259.81638", "0.844", "1533753.67046884", "0", "0", "0", "", "", "", "No matches found", " No matches found", " No matches found", " No matches found", " No matches found", "", "No matches found", "PreferredDDA", "", "[M-H]-1", "1087247.75286916", " 438800.094214595", " 1264921.64596243", " 539881.674639817", " 431964.001041471", "36.5784786249886", " 29.194894945839", " 10.8888664537825", " 36.0187206810394", " 32.0755839667929", "0.860", " 0.427", " 0.341", " 0.813", " 0.800", "-0.22", " -1.23", " -1.55", " -0.30", " -0.32", "0.927378625663507", " 0.0151039911224007", " 0.00834219867176023", " 0.805470502352163", " 0.915739120046162", "0.999999999946231", " 0.187770071453481", " 0.110325577434029", " 0.999999999996915", " 1", "6.4", "", " ", " 4.1", " ", " 1.9", " 3.9", " ", " ", " ", " ", " ", " 3.3", " 5.9", " 5.6", " ", " ", " ", " ", " ", " ", " 6.4", " 5.7", " 5.7", " 5.3", " 5.3", " 4.3", " 2.0", " 3.2", " 3.5", " ", " ", " ", " ", " 5.8", " ", " ", " ", " 5.4", " 5.8", " "
"2491", "", "False", "", "C14 H23 O4 P", "Full match", " No results", " No results", " No match", " No results", "-1.51", "286.13296", "285.12569", "5.626", "1527247.00230457", "4", "0", "0", "", "", "", "No matches found", " No matches found", " No matches found", " No matches found", " No matches found", "", "No matches found", "PreferredDDA", "", "[M-H]-1", "1278995.4766635", " 1378816.38271093", " 1196178.61792543", " ", " 1376841.10425406", "3.89871222025978", " 6.98013994443058", " 35.0482518711969", " ", " 6.61370676329699", "1.069", " 0.000", " 1.151", " Infinity", " Infinity", "0.10", " -Infinity", " 0.20", " Infinity", " Infinity", "0.478399035020837", " ", " 0.127396255425428", " ", " ", "0.999999999946231", " ", " 0.728846342220831", " ", " ", "3.6", "", " ", " 3.6", " ", " ", " 3.6", " ", " ", " 3.5", " 3.1", " ", " ", " 3.1", " 3.1", " ", " 2.8", " ", " ", " ", " 1.5", " 0.7", " 3.5", " 0.5", " 1.5", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " 2.8", " ", " 3.1", " ", " 3.5", " 2.8"
"1832", "", "False", "", "C8 H15 N4 O8 P3 S", "Full match", " No results", " No results", " No results", " No results", "-2.33", "419.98136", "418.97409", "9.249", "1508103.69176069", "0", "0", "0", "", "", "", "No matches found", " No matches found", " No matches found", " No matches found", " No matches found", "", "No matches found", "PreferredDDA", "", "[M-H]-1", "477832.853011188", " 653958.552803474", " 693509.301767275", " 657304.926166563", " 699913.998460526", "21.0817689312632", " 38.8937404460323", " 29.9917582596481", " 21.0098970308366", " 46.385323376058", "0.689", " 0.948", " 1.009", " 0.995", " 1.065", "-0.54", " -0.08", " 0.01", " -0.01", " 0.09", "0.497850525264031", " 0.999606766004059", " 0.999527377081398", " 0.999317923838709", " 0.990886318847439", "0.999999999946231", " 1", " 1", " 0.999999999996915", " 1", "5.2", "", " ", " 3.3", " ", " 1.4", " ", " 2.1", " ", " 4.7", " 1.9", " ", " 3.4", " 3.9", " ", " ", " 2.0", " ", " ", " 2.9", " ", " 2.5", " 3.9", " 3.3", " 2.9", " 3.7", " 5.2", " 4.4", " 2.9", " ", " 2.9", " 4.4", " 2.9", " 3.0", " 3.8", " 3.0", " ", " 3.3", " 3.6", " 2.3", " 3.8"
"918", "", "False", "FAHFA 2:0/18:2", "C20 H34 O4", "Full match", " No results", " Full match", " Partial match", " Partial match", "0.50", "338.24588", "337.23847", "6.640", "1508021.18256461", "20", "0", "1", "", "", "44.9", "No matches found", " No matches found", " No matches found", " Single match found", " No matches found", "", "Multiple matches found", "PreferredDDA", "", "[M-H]-1", "", " 1122858.65008706", " 1508021.18256461", " 990371.501585837", " 679576.308306176", "", " 29.8004788776568", " ", " 30.3631974469435", " 8.33451979382379", "0.000", " 0.657", " 0.451", " 1.134", " 0.686", "-Infinity", " -0.61", " -1.15", " 0.18", " -0.54", "", " ", " ", " 0.998709459925588", " 0.577987914848945", "", " ", " ", " 0.999999999996915", " 1", "8.2", "", " ", " ", " ", " ", " ", " ", " ", " 3.5", " 1.4", " ", " 1.4", " 6.2", " 4.6", " 2.0", " ", " ", " ", " 1.0", " ", " ", " ", " ", " ", " ", " ", " ", " 5.7", " ", " 1.6", " ", " ", " ", " ", " 2.5", " ", " 8.2", " 5.6", " ", " 2.9"
"2364", "", "False", "", "C14 H19 O13 P3 S", "Full match", " No results", " No results", " No results", " No results", "-1.83", "519.97497", "518.96769", "9.814", "1495848.1679926", "0", "0", "0", "", "", "", "No matches found", " No matches found", " No matches found", " No matches found", " No matches found", "", "No matches found", "PreferredDDA", "", "[M-H]-1", "748385.113045758", " 845399.264211645", " 824826.309132304", " 891314.70801248", " 855073.165619064", "", " 12.7158507584126", " 2.30950550188126", " 2.42289533877072", " 38.6784739809734", "0.907", " 1.081", " 1.037", " 0.948", " 0.959", "-0.14", " 0.11", " 0.05", " -0.08", " -0.06", "", " 0.99462647828091", " 0.999954978405849", " 0.999982348158187", " 0.995276605479913", "", " 1", " 1", " 0.999999999996915", " 1", "5.3", "", " ", " 1.1", " ", " ", " ", " ", " ", " ", " 4.1", " ", " 3.9", " 2.4", " 2.4", " ", " ", " ", " ", " 4.5", " ", " ", " 3.8", " ", " ", " 5.3", " 3.4", " 3.0", " 3.4", " ", " ", " ", " ", " 0.9", " ", " 0.5", " ", " 2.2", " 1.5", " 0.5", " 1.3"
"1728", "", "False", "13(S)-HpOTrE", "C18 H30 O4", "No match", " Invalid mass", " No results", " No match", " No match", "-58056.60", "292.20442", "291.19714", "4.814", "1489599.43789235", "30", "2", "0", "89.5", "51.2", "", "No matches found", " No matches found", " No matches found", " No matches found", " No matches found", "", "Multiple matches found", "PreferredDDA", "", "[M-H]-1", "1374881.84703822", " 1030597.66156014", " 1052671.52386919", " 1063272.62994203", " 771864.890336907", "22.1668351476134", " 18.8327593443975", " 24.1102148809957", " 21.8065174784649", " 25.1273964729115", "1.306", " 1.010", " 0.733", " 0.969", " 0.726", "0.39", " 0.01", " -0.45", " -0.05", " -0.46", "0.742805561076491", " 0.999915519394695", " 0.285259329174361", " 0.999660007976126", " 0.269718952074546", "0.999999999946231", " 1", " 1", " 0.999999999996915", " 1", "6.2", "", " ", " 3.5", " ", " 2.9", " 3.1", " 4.6", " ", " 4.0", " 4.0", " ", " 4.8", " ", " 4.8", " 3.8", " 2.9", " ", " ", " 2.9", " 2.5", " 5.0", " 3.5", " ", " 6.2", " 5.8", " 5.4", " 2.4", " 5.8", " 4.6", " 3.7", " 2.1", " ", " 2.1", " ", " 2.9", " ", " 2.1", " 3.5", " 3.3", " 2.9"
"660", "", "False", "8-Iso-15-keto-prostaglandin-F2ß", "C20 H32 O5", "No match", " Invalid mass", " No results", " No results", " No results", "10.72", "352.22875", "351.22151", "10.848", "1488225.5162099", "0", "1", "0", "60.5", "8.0", "", "No matches found", " No matches found", " No matches found", " No matches found", " No matches found", "", "No matches found", "PreferredDDA", "", "[M-H]-1", "785104.329799629", " 848727.166207711", " 897823.786995155", " 1093397.52164204", " 989708.199078446", "37.333295887344", " 10.2345618925783", " 26.5331421038252", " 28.6123853815812", " 38.872845803986", "0.874", " 1.218", " 1.102", " 0.776", " 0.905", "-0.19", " 0.28", " 0.14", " -0.37", " -0.14", "0.688824669779809", " 0.998490604690492", " 0.999228531975019", " 0.892974344959972", " 0.989369931137357", "0.999999999946231", " 1", " 1", " 0.999999999996915", " 1", "7.7", "3.2", " 6.6", " ", " ", " 4.1", " 3.5", " 5.3", " 6.6", " 5.7", " ", " ", " 5.4", " ", " ", " 5.4", " 7.7", " 4.8", " 4.4", " 3.9", " 3.7", " 4.8", " 6.5", " 7.1", " ", " 4.3", " 6.7", " 4.3", " 5.0", " 5.4", " ", " ", " ", " ", " 4.9", " 4.5", " 6.6", " ", " ", " 6.2", " "
"804", "", "False", "5-({[(2R,4S,5R)-5-(6-Cyclopentyl-2-methyl-4-pyrimidinyl)-1-azabicyclo[2.2.2]oct-2-yl]methyl}amino)-5-oxopentanoic acid", "C23 H34 N4 O3", "No match", " Invalid mass", " No results", " No results", " No results", "-43471.35", "396.25451", "395.24720", "10.848", "1483356.603042", "0", "1", "0", "88.5", "72.8", "", "No matches found", " No matches found", " No matches found", " No matches found", " No matches found", "", "No matches found", "PreferredDDA", "", "[M-H]-1", "531430.19486045", " 597717.117831679", " 448147.388065187", " 663086.592678684", " 622271.620206573", "28.3574411878573", " 41.4650676076194", " 16.6688082549614", " 55.4557391865252", " 21.6212815797563", "1.186", " 1.480", " 1.389", " 0.901", " 0.938", "0.25", " 0.57", " 0.47", " -0.15", " -0.09", "0.910968360996504", " 0.150304701760489", " 0.301538975971336", " 0.998752684996074", " 0.951814654065837", "0.999999999946231", " 0.874645445350928", " 1", " 0.999999999996915", " 1", "7.6", "7.1", " 2.5", " ", " ", " 5.9", " 4.4", " 4.8", " 5.6", " 6.1", " ", " ", " 5.3", " 4.4", " ", " ", " 3.0", " 6.4", " ", " 6.4", " 6.4", " ", " 6.8", " 7.6", " 7.2", " 3.4", " ", " ", " 4.8", " ", " ", " 5.7", " 6.1", " 6.7", " 5.6", " 6.3", " 6.3", " 5.9", " ", " 6.3", " 6.3"
"692", "", "False", "", "C40 H83 Cl N3 P", "Full match", " No results", " No results", " No results", " No results", "-2.54", "671.59961", "670.59233", "10.850", "1482381.3896598", "0", "0", "0", "", "", "", "No matches found", " No matches found", " No matches found", " No matches found", " No matches found", "", "No matches found", "NoMSn", "", "[M-H]-1", "", " 780921.465852502", " 461227.158466548", " 365273.692281622", " 192788.624183493", "", " 67.7433344600264", " 72.1668877703354", " ", " 11.4036390696831", "0.000", " 0.792", " 0.418", " 2.138", " 0.528", "-Infinity", " -0.34", " -1.26", " 1.10", " -0.92", "", " ", " 0.73946247026905", " ", " ", "", " ", " 1", " ", " ", "7.7", "", " ", " ", " ", " ", " ", " ", " ", " ", " 5.9", " ", " 3.4", " ", " 5.7", " 4.9", " ", " ", " ", " ", " ", " ", " 2.7", " 4.5", " ", " ", " ", " ", " ", " ", " 3.4", " ", " ", " ", " 7.7", " 7.7", " 5.1", " ", " ", " ", " "
"1511", "", "False", "", "C4 H3 Br Cl2 N2 O2 P2 S", "Invalid mass", " No results", " No results", " No results", " No results", "5.07", "353.79688", "352.78960", "10.958", "1475777.3771229", "0", "0", "0", "", "", "", "No matches found", " No matches found", " No matches found", " No matches found", " No matches found", "", "No matches found", "PreferredDDA", "", "[M-H]-1", "1040917.14129622", " 925019.863964136", " 1310543.97623246", " 879462.27735193", " 761724.254093322", "15.482727180944", " 5.76931748180242", " 14.7855728028547", " 6.46382545478907", " 39.2778918185803", "0.794", " 0.671", " 0.581", " 1.052", " 0.866", "-0.33", " -0.58", " -0.78", " 0.07", " -0.21", "0.812496878897748", " 0.323181080420611", " 0.00153585499942888", " 0.997590994560123", " 0.250198613541921", "0.999999999946231", " 1", " 0.0253896029593086", " 0.999999999996915", " 1", "6.1", "6.1", " 4.4", " 2.9", " ", " ", " ", " 2.7", " ", " ", " ", " ", " ", " 3.5", " ", " ", " 2.9", " 5.3", " 3.4", " 3.4", " 3.0", " 4.1", " 3.0", " ", " ", " ", " ", " 3.3", " ", " 2.5", " ", " ", " 3.3", " 1.3", " 2.0", " 2.0", " ", " ", " ", " 1.6", " 1.3"
"896", "", "False", "", "C18 H31 N2 O P", "Full match", " No results", " No results", " No results", " No results", "1.48", "322.21788", "321.21095", "10.849", "1462628.0897473", "0", "0", "0", "", "", "", "No matches found", " No matches found", " No matches found", " No matches found", " No matches found", "", "No matches found", "PreferredDDA", "", "[M-H]-1", "518105.695555394", " 567598.979147384", " 425685.324567889", " 586436.580978957", " 653616.114561804", "18.133265066301", " 25.997721289134", " 81.8003543552391", " 26.1444896656409", " 20.7709713774664", "1.217", " 1.378", " 1.535", " 0.968", " 1.115", "0.28", " 0.46", " 0.62", " -0.05", " 0.16", "0.998694242214914", " 0.944623674131427", " 0.679022306592889", " 0.999853918154356", " 0.97977297349907", "0.999999999946231", " 1", " 1", " 0.999999999996915", " 1", "7.1", "", " 4.2", " ", " ", " ", " 4.2", " 6.4", " ", " 6.7", " 5.9", " ", " 4.0", " ", " ", " ", " 3.3", " ", " ", " 3.4", " 4.5", " 3.3", " ", " 6.1", " 4.9", " 5.6", " ", " 3.3", " ", " ", " 7.1", " 5.2", " 4.4", " 3.3", " ", " 5.6", " 4.0", " 5.2", " 6.7", " 3.3", " "
"1180", "", "False", "", "C34 H50 N6 O2", "Full match", " No results", " No results", " No results", " No results", "1.64", "574.40047", "573.39319", "6.778", "1461699.26578979", "0", "0", "0", "", "", "", "No matches found", " No matches found", " No matches found", " No matches found", " No matches found", "", "No matches found", "PreferredDDA", "", "[M-H]-1", "", " ", " 552172.028519627", " 862174.861285817", " ", "", " ", " ", " 30.4597906514388", " ", "0.000", " 1.561", " 0.000", " 0.000", " 0.000", "-Infinity", " 0.64", " -Infinity", " -Infinity", " -Infinity", "", " ", " ", " ", " ", "", " ", " ", " ", " ", "5.4", "", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " 1.9", " ", " ", " ", " ", " ", " ", " ", " 2.8", " 5.4", " 3.8", " 5.1", " ", " ", " ", " ", " ", " ", " ", " ", " ", " "
"2136", "", "False", "methyl 9,12-dihydroxy-13-oxo-10-octadecenoate", "C19 H34 O5", "Not the top hit", " No results", " No results", " Partial match", " Full match", "0.68", "342.24086", "341.23358", "4.743", "1452974.40218392", "6", "0", "0", "", "", "", "No matches found", " No matches found", " No matches found", " No matches found", " No matches found", "", "Multiple matches found", "PreferredDDA", "", "[M-H]-1", "1316141.09519847", " 1392523.30608286", " 1248422.68300896", " 1160830.85057008", " 1257355.79705717", "6.01032801461035", " 6.13926959735639", " 7.71121941048702", " 3.82107976280189", " 8.60359761386643", "1.054", " 0.930", " 1.007", " 1.200", " 1.083", "0.08", " -0.10", " 0.01", " 0.26", " 0.12", "0.969090552671408", " 0.844120336811193", " 0.998106372146737", " 0.169393525785943", " 0.613216167028012", "0.999999999946231", " 1", " 1", " 0.999999999996915", " 1", "5.0", "3.9", " ", " ", " ", " 3.1", " 3.9", " ", " ", " ", " ", " ", " ", " ", " 4.3", " ", " 4.3", " ", " ", " ", " ", " ", " 4.3", " 3.9", " ", " ", " ", " 4.4", " ", " ", " 4.4", " ", " ", " 4.3", " 3.9", " ", " ", " ", " ", " 4.3", " 5.0"
"838", "", "False", "", "C42 H78 N6 O2", "Full match", " No results", " No results", " No results", " No results", "-0.40", "698.61835", "697.61107", "10.843", "1450854.84451968", "0", "0", "0", "", "", "", "No matches found", " No matches found", " No matches found", " No matches found", " No matches found", "", "No matches found", "PreferredDDA", "", "[M-H]-1", "359430.517313145", " 408148.621353433", " 328380.937174686", " 223743.346798127", " 314991.019255663", "27.6615895550493", " 94.7519742307509", " 58.4799801288793", " 25.38801748736", " 39.3031531814443", "1.095", " 0.681", " 0.959", " 1.824", " 1.408", "0.13", " -0.55", " -0.06", " 0.87", " 0.49", "0.921617950352027", " 0.999999695932747", " 0.919983712826317", " 0.282488300568291", " 0.810624588411213", "0.999999999946231", " 1", " 1", " 0.999999999996915", " 1", "6.7", "", " ", " ", " ", " ", " 6.3", " 4.0", " 6.3", " ", " 5.9", " ", " 5.3", " ", " 3.0", " 2.7", " ", " ", " ", " ", " ", " ", " 2.3", " 3.4", " 4.2", " 5.9", " 4.8", " 6.7", " 5.2", " 6.7", " 6.7", " ", " 4.4", " 3.2", " ", " 4.3", " 0.9", " 3.9", " 5.8", " ", " 2.8"
"1348", "", "False", "", "C21 H28 N4 O S", "Full match", " No results", " No results", " No match", " No results", "-2.62", "384.19738", "383.19010", "8.741", "1445746.14590715", "1", "0", "0", "", "", "", "No matches found", " No matches found", " No matches found", " No matches found", " No matches found", "", "No matches found", "PreferredDDA", "", "[M-H]-1", "247362.180226578", " 574833.604096472", " 384068.886624061", " 495158.876145184", " 697875.921174325", "", " 74.0975488192048", " 40.2432223512049", " 38.8984893016167", " 21.8568366644501", "0.644", " 1.289", " 1.817", " 1.161", " 1.409", "-0.63", " 0.37", " 0.86", " 0.22", " 0.50", "", " 0.99999988008632", " 0.836278489387547", " 0.832333535386959", " 0.802073552573121", "", " 1", " 1", " 0.999999999996915", " 1", "6.3", "", " ", " 2.3", " ", " ", " ", " ", " ", " ", " 3.0", " 2.5", " ", " 4.8", " 1.9", " 2.7", " 5.3", " ", " 3.4", " 3.4", " ", " ", " ", " 5.3", " ", " ", " ", " 3.9", " 6.2", " 2.8", " 3.5", " ", " 4.3", " ", " ", " ", " ", " ", " 5.6", " ", " 6.3"
"627", "", "False", "4-keto pentadecanoic acid", "C15 H28 O3", "Full match", " No results", " No results", " Partial match", " Full match", "0.44", "256.20396", "255.19701", "6.363", "1434427.71493821", "6", "0", "0", "", "", "", "No matches found", " No matches found", " No matches found", " No matches found", " No matches found", "", "Multiple matches found", "PreferredDDA", "CO2", "[M-H]-1", "1434427.71493821", " 700586.185610346", " ", " 969856.287047815", " 680948.473869138", "", " 11.3719848316697", " ", " 28.6991089854469", " 38.4228549109296", "Infinity", " Infinity", " Infinity", " 0.722", " 0.702", "Infinity", " Infinity", " Infinity", " -0.47", " -0.51", "", " ", " ", " 0.666453839541072", " 0.753270495522014", "", " ", " ", " 0.999999999996915", " 1", "7.3", "", " ", " ", " ", " ", " ", " ", " 1.0", " 3.5", " ", " ", " ", " ", " 6.9", " 7.3", " 7.3", " ", " ", " ", " ", " ", " ", " ", " ", " 6.2", " ", " ", " ", " 5.9", " ", " ", " ", " ", " ", " 4.7", " 5.4", " 4.5", " ", " 5.4", " "
"1475", "", "False", "", "C15 H35 N7 O6 P2", "Full match", " No results", " No results", " No results", " No results", "-2.53", "471.21121", "470.20394", "6.228", "1431013.19889069", "0", "0", "0", "", "", "", "No matches found", " No matches found", " No matches found", " No matches found", " No matches found", "", "No matches found", "PreferredDDA", "", "[M-H]-1", "442007.717212937", " 544103.542582286", " 535667.191148051", " 1431013.19889069", " 618178.227234255", "", " 34.8696545331097", " 47.8685740575938", " ", " 32.3596038243647", "0.825", " 2.671", " 1.154", " 0.380", " 0.432", "-0.28", " 1.42", " 0.21", " -1.40", " -1.21", "", " ", " 0.999999999988606", " ", " ", "", " ", " 1", " ", " ", "5.4", "", " ", " ", " ", " ", " ", " ", " 3.0", " 3.2", " 2.0", " ", " ", " ", " ", " ", " ", " ", " 3.0", " 3.4", " ", " 3.4", " 5.2", " ", " ", " ", " 4.8", " ", " ", " ", " ", " ", " ", " 5.4", " 5.1", " ", " 0.9", " 4.3", " ", " ", " 1.3"
