"Compounds ID", "Tags", "Checked", "Name", "Formula", "Annot. Source: Predicted Compositions", "Annot. Source: mzCloud Search", "Annot. Source: mzVault Search", "Annot. Source: ChemSpider Search", "Annot. Source: MassList Search", "Annot. DeltaMass [ppm]", "Calc. MW", "m/z", "RT [min]", "Area (Max.)", "# ChemSpider Results", "# mzCloud Results", "# mzVault Results", "mzCloud Best Match", "mzCloud Best Match Confidence", "mzVault Best Match", "mzVault Library Match: LipidBlast-VS68-Neg", "mzVault Library Match: LipidBlast-VS68-Pos", "Class Coverage: Phosphatidylcholine Compound Class", "Mass List Match: LipidMaps Structure Database 2023-01-11", "Mass List Match: HMDB Serum metabolites (v5. 40600 cpds)", "MS2", "Neutral Losses", "Reference Ion", "Group Area: cla", "Group Area: cla_lps", "Group Area: ctrl", "Group Area: lps", "Group Area: no2-cla_lps", "Group CV [%]: cla", "Group CV [%]: cla_lps", "Group CV [%]: ctrl", "Group CV [%]: lps", "Group CV [%]: no2-cla_lps", "Ratio: (cla) / (ctrl)", "Ratio: (lps) / (ctrl)", "Ratio: (no2-cla_lps) / (ctrl)", "Ratio: (cla_lps) / (lps)", "Ratio: (no2-cla_lps) / (lps)", "Log2 Fold Change: (cla) / (ctrl)", "Log2 Fold Change: (lps) / (ctrl)", "Log2 Fold Change: (no2-cla_lps) / (ctrl)", "Log2 Fold Change: (cla_lps) / (lps)", "Log2 Fold Change: (no2-cla_lps) / (lps)", "P-value: (cla) / (ctrl)", "P-value: (lps) / (ctrl)", "P-value: (no2-cla_lps) / (ctrl)", "P-value: (cla_lps) / (lps)", "P-value: (no2-cla_lps) / (lps)", "Adj. P-value: (cla) / (ctrl)", "Adj. P-value: (lps) / (ctrl)", "Adj. P-value: (no2-cla_lps) / (ctrl)", "Adj. P-value: (cla_lps) / (lps)", "Adj. P-value: (no2-cla_lps) / (lps)", "Peak Rating (Max.)", "Peak Rating: Kidney-H-9.raw (F9)", "Peak Rating: Kidney-H-10.raw (F10)", "Peak Rating: Kidney-H-11.raw (F11)", "Peak Rating: Kidney-H-12.raw (F12)", "Peak Rating: Kidney-H-13.raw (F13)", "Peak Rating: Kidney-H-14.raw (F14)", "Peak Rating: Kidney-H-15.raw (F15)", "Peak Rating: Kidney-H-16.raw (F16)", "Peak Rating: Kidney-H-25.raw (F25)", "Peak Rating: Kidney-H-26.raw (F26)", "Peak Rating: Kidney-H-27.raw (F27)", "Peak Rating: Kidney-H-28.raw (F28)", "Peak Rating: Kidney-H-29.raw (F29)", "Peak Rating: Kidney-H-30.raw (F30)", "Peak Rating: Kidney-H-31.raw (F31)", "Peak Rating: Kidney-H-32.raw (F32)", "Peak Rating: Kidney-H-1.raw (F1)", "Peak Rating: Kidney-H-2.raw (F2)", "Peak Rating: Kidney-H-3.raw (F3)", "Peak Rating: Kidney-H-4.raw (F4)", "Peak Rating: Kidney-H-5.raw (F5)", "Peak Rating: Kidney-H-6.raw (F6)", "Peak Rating: Kidney-H-7.raw (F7)", "Peak Rating: Kidney-H-8.raw (F8)", "Peak Rating: Kidney-H-17.raw (F17)", "Peak Rating: Kidney-H-18.raw (F18)", "Peak Rating: Kidney-H-19.raw (F19)", "Peak Rating: Kidney-H-20.raw (F20)", "Peak Rating: Kidney-H-21.raw (F21)", "Peak Rating: Kidney-H-22.raw (F22)", "Peak Rating: Kidney-H-23.raw (F23)", "Peak Rating: Kidney-H-24.raw (F24)", "Peak Rating: Kidney-H-33.raw (F33)", "Peak Rating: Kidney-H-34.raw (F34)", "Peak Rating: Kidney-H-35.raw (F35)", "Peak Rating: Kidney-H-36.raw (F36)", "Peak Rating: Kidney-H-37.raw (F37)", "Peak Rating: Kidney-H-38.raw (F38)", "Peak Rating: Kidney-H-39.raw (F39)", "Peak Rating: Kidney-H-40.raw (F40)"
"4782", "", "False", "?17-6-keto Prostaglandin F1?", "C20 H32 O6", "No match", " Invalid mass", " No results", " No match", " No results", "-48918.38", "350.20717", "349.19989", "3.779", "2165498.49614289", "1", "9", "0", "85.7", "71.5", "", "No matches found", " No matches found", "", "No matches found", " No matches found", "PreferredDDA", "", "[M-H]-1", "67316.5641450648", " 108763.970407082", " 84058.6545823174", " 119610.250718734", " 122545.841840474", "213.179354454336", " 110.812410286953", " 92.5139563171995", " 97.4144231827726", " 97.4734277744027", "0.801", " 1.423", " 1.458", " 0.909", " 1.025", "-0.32", " 0.51", " 0.54", " -0.14", " 0.03", "0.991106726832573", " 0.99716468328783", " 0.878344333082722", " 0.999073964313304", " 0.972953608777517", "1", " 1", " 1", " 1", " 1", "3.0", "", " ", " ", " ", " ", " ", " ", " 1.7", " ", " ", " ", " 0.5", " ", " ", " ", " 1.8", " ", " ", " 1.4", " ", " ", " ", " 1.1", " ", " 0.2", " 3.0", " ", " ", " ", " ", " 2.5", " ", " 2.2", " ", " 0.7", " ", " ", " ", " ", " 0.0"
"2276", "", "False", "", "", "No results", " No results", " No results", " No results", " No results", "", "575.60313", "574.59585", "8.983", "2164811.45667612", "0", "0", "0", "", "", "", "No matches found", " No matches found", "", "No matches found", " No matches found", "PreferredDDA", "", "[M-H]-1", "249471.130893717", " 11329.5418911309", " 15485.5291838947", " 128831.194296167", " 135098.328718784", "119.702866318771", " 241.008908654179", " 157.461805190129", " 99.3174921395106", " 123.913431608742", "16.110", " 8.319", " 8.724", " 0.088", " 1.049", "4.01", " 3.06", " 3.13", " -3.51", " 0.07", "0.148618829135438", " 0.86529256164166", " 0.743469034848981", " 0.563112707027639", " 0.99922254017791", "0.844775762319855", " 1", " 1", " 1", " 1", "6.7", "5.5", " ", " 3.5", " 1.6", " 5.2", " 5.8", " 6.6", " ", " ", " ", " ", " 4.5", " ", " ", " ", " ", " 5.6", " ", " 2.7", " ", " ", " ", " 2.7", " ", " 2.7", " ", " 4.8", " ", " 4.5", " 1.7", " 2.3", " 3.3", " 4.6", " 1.5", " ", " 5.6", " 2.7", " ", " 6.7", " 5.4"
"3270", "", "False", "3-(2-Ethyl-5-hydroxyhexyl)phthalic acid", "C16 H22 O5", "Full match", " No results", " No results", " No results", " Full match", "-1.66", "294.14624", "293.13896", "3.582", "2160218.0103325", "0", "0", "0", "", "", "", "No matches found", " No matches found", "", "No matches found", " Single match found", "PreferredDDA", "", "[M-H]-1", "143636.340323513", " 226467.819476588", " 215114.252249949", " 466175.132591377", " 153140.198522098", "115.232996028308", " 44.3478518433847", " 154.209074367342", " 66.8661560824297", " 87.4448933464553", "0.668", " 2.167", " 0.712", " 0.486", " 0.329", "-0.58", " 1.12", " -0.49", " -1.04", " -1.61", "0.99884279351921", " 0.876384073353184", " 0.952826865525388", " 0.725556182542118", " 0.472644314033748", "1", " 1", " 1", " 1", " 1", "5.5", "3.9", " ", " 3.3", " ", " ", " ", " ", " 4.7", " ", " ", " ", " 3.7", " 5.4", " ", " ", " ", " 2.3", " ", " 1.7", " ", " ", " 5.5", " 1.1", " ", " 4.8", " 2.2", " ", " ", " ", " 4.5", " 3.0", " 0.7", " ", " ", " 1.4", " ", " ", " 1.7", " ", " "
"5970", "", "False", "", "C2 H6 N5 O6 P3", "Full match", " No results", " No results", " No results", " No results", "-2.10", "288.95249", "287.94521", "3.764", "2159658.16798689", "0", "0", "0", "", "", "", "No matches found", " No matches found", "", "No matches found", " No matches found", "NoMSn", "", "[M-H]-1", "248975.965295817", " 175885.374844822", " 612382.597002428", " 203084.85183786", " 145554.471158109", "26.8726123035813", " 31.7969352690368", " 81.8423872442031", " 48.7728571200017", " 20.1468956379731", "0.407", " 0.332", " 0.238", " 0.866", " 0.717", "-1.30", " -1.59", " -2.07", " -0.21", " -0.48", "0.0462664742928569", " 0.00993839411968223", " 3.24350861226064E-05", " 0.640953507900435", " 0.294561112279633", "0.394720493564647", " 0.148587730804422", " 0.000708757928143863", " 1", " 1", "2.2", "", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " 1.5", " 1.3", " ", " ", " ", " ", " ", " ", " ", " 0.6", " 1.3", " ", " ", " ", " 1.8", " 1.4", " ", " ", " ", " ", " ", " ", " 2.2", " ", " ", " ", " "
"5573", "", "False", "", "", "No results", " No results", " No results", " No results", " No results", "", "623.00361", "621.99634", "5.842", "2157894.34005826", "0", "0", "0", "", "", "", "No matches found", " No matches found", "", "No matches found", " No matches found", "NoMSn", "", "[M-H]-1", "380087.516704833", " 486156.576892145", " 288003.39087114", " 318921.090553183", " 389757.201793664", "87.2222052909979", " 86.053250631036", " 58.8209133178992", " 19.8750330067166", " 33.5675702974909", "1.320", " 1.107", " 1.353", " 1.524", " 1.222", "0.40", " 0.15", " 0.44", " 0.61", " 0.29", "0.788609032042111", " 0.999972096123688", " 0.744484731128212", " 0.147037871616748", " 0.683227319443279", "1", " 1", " 1", " 1", " 1", "1.4", "", " ", " ", " ", " ", " ", " ", " ", " ", " ", " 1.3", " ", " ", " ", " ", " ", " ", " ", " ", " 1.4", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " "
"2585", "", "False", "Cer 10:1;2O/2:0", "C12 H23 N O3", "No results", " No results", " Invalid mass", " No results", " No results", "-5.50", "229.16653", "228.15926", "4.231", "2156803.38789652", "0", "0", "1", "", "", "0.6", "Single match found", " No matches found", "", "No matches found", " No matches found", "PreferredDDA", "", "[M-H]-1", "426485.548429168", " 897026.246141401", " 523772.317025793", " 727550.507184047", " 1153455.21090283", "47.8294740197972", " 43.3636362255201", " 39.0592834148538", " 61.9331129271428", " 27.4362826329281", "0.814", " 1.389", " 2.202", " 1.233", " 1.585", "-0.30", " 0.47", " 1.14", " 0.30", " 0.66", "0.993060589005034", " 0.0708660113591545", " 0.00140387832152633", " 0.999757023468073", " 0.561961011112914", "1", " 0.579642666681755", " 0.0146437063944576", " 1", " 1", "8.0", "4.5", " ", " 2.7", " 3.9", " 4.8", " 3.3", " 3.7", " 4.1", " 5.5", " 5.5", " 5.2", " 4.8", " 4.1", " 4.5", " 1.1", " 4.8", " 3.2", " 3.8", " ", " 5.7", " 5.7", " 2.5", " 6.1", " 4.6", " 4.5", " 4.5", " 4.5", " 4.1", " 4.8", " 4.8", " 4.5", " 5.8", " 6.1", " 5.5", " 7.0", " 5.7", " 6.8", " 6.2", " 7.0", " 8.0"
"1546", "", "False", "Dopamine 4-sulfate", "C8 H11 N O5 S", "No match", " No results", " No results", " Partial match", " Full match", "1.80", "233.03621", "232.02894", "0.603", "2153918.59998801", "3", "0", "0", "", "", "", "No matches found", " No matches found", "", "No matches found", " Multiple matches found", "PreferredDDA", "", "[M-H]-1", "126006.769996468", " 193372.556481358", " 85560.4129960452", " 133476.242955057", " 316392.688084094", "27.9053814765321", " 86.1236621956456", " 64.4759497257737", " 39.3846744012928", " 120.996722972298", "1.473", " 1.560", " 3.698", " 1.449", " 2.370", "0.56", " 0.64", " 1.89", " 0.53", " 1.25", "0.601330713288668", " 0.616120771579201", " 0.000879858255638521", " 0.95875441969531", " 0.0399915619072627", "1", " 1", " 0.0101671615459875", " 1", " 0.568297812482795", "6.6", "", " ", " ", " 3.7", " 6.4", " 3.9", " ", " ", " ", " 6.0", " ", " ", " 2.1", " ", " 6.0", " 2.6", " ", " ", " 4.9", " 5.5", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " 6.6", " 6.0", " 4.2", " 4.6", " 4.2", " 1.4", " ", " "
"2733", "", "False", "", "", "No results", " No results", " No results", " No results", " No results", "", "586.69423", "585.68696", "2.210", "2153588.54760441", "0", "0", "0", "", "", "", "No matches found", " No matches found", "", "No matches found", " No matches found", "PreferredDDA", "", "[M-H]-1", "595745.43076839", " 717614.33704069", " 1117256.21826092", " 1059353.71319511", " 651051.506088395", "71.2365646363645", " 81.686572457113", " 47.87517178862", " 48.4964109445796", " 48.7978051954721", "0.533", " 0.948", " 0.583", " 0.677", " 0.615", "-0.91", " -0.08", " -0.78", " -0.56", " -0.70", "0.705436813322909", " 0.99999993008103", " 0.267762487579121", " 0.102372648012765", " 0.27827553755752", "1", " 1", " 0.773357784554545", " 1", " 1", "5.8", "4.7", " 3.5", " 4.8", " 5.1", " 3.0", " 4.8", " 3.7", " 5.2", " 5.8", " 4.5", " 3.0", " 3.3", " ", " 3.3", " 4.8", " 5.4", " 5.2", " 5.1", " 4.5", " 3.7", " 5.2", " 5.8", " 5.1", " 3.9", " 4.7", " 5.6", " 5.2", " 4.7", " 4.3", " 4.1", " 5.6", " 4.3", " 4.1", " 5.2", " 5.4", " 3.7", " 2.6", " 5.4", " 3.0", " 5.2"
"3901", "", "False", "12-hydroxy-10-dodecenoic acid", "C12 H22 O3", "No results", " No results", " No results", " Partial match", " Full match", "-4.85", "214.15586", "213.14858", "4.883", "2152584.44563138", "1", "0", "0", "", "", "", "No matches found", " No matches found", "", "Multiple matches found", " No matches found", "PreferredDDA", "", "[M-H]-1", "1464029.55603777", " 1264178.47717001", " 1515381.20560639", " 1888108.10355837", " 1885679.65777889", "20.1245983712093", " 15.4169295150186", " 20.0587692480467", " 18.2837936745019", " 11.9420330844705", "0.966", " 1.246", " 1.244", " 0.670", " 0.999", "-0.05", " 0.32", " 0.32", " -0.58", " 0.00", "0.99985952364317", " 0.090462883066817", " 0.0264930230879784", " 0.0101245616705002", " 0.98347032931035", "1", " 0.668991109951798", " 0.144464991106942", " 0.391934001563632", " 1", "7.0", "6.5", " 4.0", " 6.1", " 4.9", " 4.9", " 4.9", " 6.1", " 4.2", " 7.0", " 7.0", " 5.8", " 5.6", " 5.2", " 5.6", " 5.2", " 5.5", " 5.1", " 4.9", " 5.7", " 6.1", " 6.2", " 6.1", " 4.9", " 4.9", " 6.2", " ", " 6.6", " 6.6", " 6.6", " 5.8", " 6.6", " 5.8", " 5.6", " 6.0", " 6.3", " 5.6", " 6.3", " 6.7", " 6.3", " 4.8"
"3505", "", "False", "", "", "No results", " No results", " No results", " No results", " No results", "", "413.01991", "412.01263", "3.878", "2149026.7877934", "0", "0", "0", "", "", "", "No matches found", " No matches found", "", "No matches found", " No matches found", "PreferredDDA", "", "[M-H]-1", "297484.862965682", " 183435.094771201", " 418579.053339951", " 506126.794884017", " 189881.161121793", "136.307274970779", " 94.3749795054002", " 62.2040070278045", " 95.6936106011692", " 68.9862255948581", "0.711", " 1.209", " 0.454", " 0.362", " 0.375", "-0.49", " 0.27", " -1.14", " -1.46", " -1.41", "0.999827881352121", " 0.943826898259229", " 0.418265874693449", " 0.458603471023423", " 0.114692106684844", "1", " 1", " 1", " 1", " 0.978204947897993", "6.4", "5.6", " 3.2", " 3.3", " 3.3", " 3.9", " ", " ", " ", " 4.5", " ", " 6.4", " 3.5", " 1.7", " 6.0", " ", " ", " 1.5", " 2.6", " 1.7", " 1.8", " 3.7", " 4.8", " 4.8", " 6.0", " 5.6", " ", " ", " 5.1", " 3.0", " ", " 4.2", " 5.6", " 0.8", " ", " ", " 2.0", " ", " ", " ", " 3.3"
"4192", "", "False", "", "", "No results", " No results", " No results", " No results", " No results", "", "358.23335", "357.22607", "5.607", "2148552.5287309", "0", "0", "0", "", "", "", "No matches found", " No matches found", "", "No matches found", " No matches found", "NoMSn", "", "[M-H]-1", "575607.901282321", " 545793.388154639", " 483150.673073621", " 576963.015027401", " 515933.960691896", "88.0569584495661", " 37.3467487880949", " 54.8273948893898", " 46.7812795529135", " 32.8080854277251", "1.191", " 1.194", " 1.068", " 0.946", " 0.894", "0.25", " 0.26", " 0.09", " -0.08", " -0.16", "0.532091950200088", " 0.80352959797842", " 0.938231475088837", " 0.999997988445039", " 0.997118123620913", "1", " 1", " 1", " 1", " 1", "4.8", "", " ", " 1.7", " ", " ", " ", " ", " ", " 4.2", " ", " ", " 1.9", " ", " ", " ", " ", " ", " ", " ", " ", " 1.1", " ", " ", " 4.8", " 2.2", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " "
"4100", "", "False", "Rolapitant", "C25 H26 F6 N2 O2", "No results", " No results", " No results", " No match", " Full match", "-1.86", "500.18892", "499.18164", "10.933", "2145737.87695076", "1", "0", "0", "", "", "", "No matches found", " No matches found", "", "No matches found", " Single match found", "NoMSn", "", "[M-H]-1", "791158.958582851", " 161057.913560314", " 171450.449974606", " 167857.763892265", " 186088.662769707", "74.7839525664144", " 12.598429923219", " 20.8670769200444", " 10.6685945765092", " 17.3022317218081", "4.615", " 0.979", " 1.085", " 0.959", " 1.109", "2.21", " -0.03", " 0.12", " -0.06", " 0.15", "1.80003410366059E-06", " 0.999796275808291", " 0.999998799669729", " 0.99997590916734", " 0.999943641898777", "0.000124354663730583", " 1", " 1", " 1", " 1", "5.5", "", " ", " 5.1", " 4.1", " 3.7", " 5.5", " 3.3", " 4.5", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " "
"1670", "", "False", "FAHFA 20:3/22:5", "C42 H66 O4", "No match", " No results", " Full match", " No results", " No match", "-4.84", "634.49304", "633.48576", "7.887", "2145027.90891906", "0", "0", "3", "", "", "73.2", "Multiple matches found", " No matches found", "", "Multiple matches found", " No matches found", "PreferredDDA", "", "[M-H]-1", "867877.765141977", " 544141.141376558", " 872169.15105928", " 1029845.74294498", " 1293842.15079344", "57.429552960505", " 47.2666425126401", " 54.1157538994564", " 34.8026097881805", " 41.9725860747954", "0.995", " 1.181", " 1.483", " 0.528", " 1.256", "-0.01", " 0.24", " 0.57", " -0.92", " 0.33", "0.964847652817678", " 0.837040654094802", " 0.596844304389588", " 0.074692394247883", " 0.993181812401941", "1", " 1", " 1", " 0.908488035463123", " 1", "6.2", "", " 2.0", " ", " ", " 3.9", " 3.3", " 3.0", " 4.3", " 3.0", " ", " 5.2", " 3.7", " ", " ", " ", " ", " 3.3", " ", " ", " 3.9", " ", " 4.5", " 3.6", " 3.2", " 4.6", " 3.8", " 5.2", " 6.1", " ", " 4.8", " 4.2", " 5.6", " ", " 6.0", " 6.2", " 1.7", " 3.6", " 3.9", " ", " 2.8"
"5698", "", "False", "", "", "No results", " No results", " No results", " No results", " No results", "", "519.04762", "518.04034", "6.700", "2144988.39779579", "0", "0", "0", "", "", "", "No matches found", " No matches found", "", "No matches found", " No matches found", "NoMSn", "", "[M-H]-1", "211575.472919081", " 675565.454482863", " 172949.016625885", " 175818.067679535", " 467665.453420375", "116.206602562722", " 80.1498750853101", " 54.3512417304879", " 48.1887949698664", " 94.2464802795268", "1.223", " 1.017", " 2.704", " 3.842", " 2.660", "0.29", " 0.02", " 1.44", " 1.94", " 1.41", "0.885154935535432", " 0.999962435832643", " 0.373866059856235", " 0.0174712891306901", " 0.315552739061813", "1", " 1", " 0.954431803174771", " 0.517853622715272", " 1", "5.6", "3.3", " ", " 2.4", " ", " 2.7", " 1.4", " ", " ", " 2.6", " 1.3", " ", " 1.4", " 5.6", " ", " 3.6", " 2.4", " 2.0", " ", " 3.3", " ", " ", " 2.3", " 1.6", " ", " 3.1", " 0.7", " ", " ", " 3.5", " ", " ", " ", " ", " 5.2", " 2.8", " 3.0", " ", " ", " 3.0", " "
"3835", "", "False", "Spirorenone", "C24 H28 O3", "Unused", " No results", " No results", " No results", " Full match", "-4.89", "364.20206", "363.19479", "3.370", "2144791.2898464", "0", "0", "0", "", "", "", "No matches found", " No matches found", "", "No matches found", " Single match found", "PreferredDDA", "", "[M-H]-1", "194746.918086392", " 90403.9510242071", " 114758.514632139", " 508546.809089746", " 87540.5562145955", "107.708611460652", " 103.165169668636", " 103.406573985042", " 93.3840637012859", " 68.07514977087", "1.697", " 4.431", " 0.763", " 0.178", " 0.172", "0.76", " 2.15", " -0.39", " -2.49", " -2.54", "0.659981914455144", " 0.0418066253687606", " 0.994129324798076", " 0.0384034504459047", " 0.0154098603417887", "1", " 0.418112808949709", " 1", " 0.714628370917997", " 0.346030449872091", "5.6", "4.7", " ", " 1.8", " ", " ", " ", " ", " 2.6", " ", " 0.5", " ", " 5.6", " 1.4", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " 1.6", " ", " 1.8", " 3.3", " ", " ", " 3.0", " 0.5", " 2.4", " ", " ", " 2.7", " ", " ", " ", " ", " "
"6499", "", "False", "", "", "No results", " No results", " No results", " No results", " No results", "", "202.80821", "201.80093", "0.255", "2143687.89021137", "0", "0", "0", "", "", "", "No matches found", " No matches found", "", "No matches found", " No matches found", "PreferredDDA", "", "[M-H]-1", "823506.394080363", " 331113.56149234", " 697242.110494752", " 526942.224031585", " 208840.113000954", "47.3071921872147", " 21.5152917226752", " 21.81697315519", " 17.8805574642808", " 13.9039231575589", "1.181", " 0.756", " 0.300", " 0.628", " 0.396", "0.24", " -0.40", " -1.74", " -0.67", " -1.34", "0.158512290707432", " 0.0393670378432915", " 3.14687165214877E-11", " 0.0334537986824431", " 1.14453282629157E-07", "0.876600297317396", " 0.404063276423544", " 5.0467954121336E-09", " 0.685955630061694", " 4.94607919159229E-05", "3.2", "", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " 3.2", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " "
"2152", "", "False", "", "", "No results", " No results", " No results", " No results", " No results", "", "410.15161", "409.14434", "7.959", "2143328.25511942", "0", "0", "0", "", "", "", "No matches found", " No matches found", "", "No matches found", " No matches found", "PreferredDDA", "", "[M-H]-1", "483154.82505824", " 789186.261766781", " 773107.736801722", " 530298.673019403", " 781723.652146333", "63.8834577777719", " 54.5714494167784", " 67.0823091188208", " 60.8270741465478", " 38.2446810517873", "0.625", " 0.686", " 1.011", " 1.488", " 1.474", "-0.68", " -0.54", " 0.02", " 0.57", " 0.56", "0.71598323133787", " 0.966826407222092", " 0.930321592174232", " 0.462184978571397", " 0.608072466453838", "1", " 1", " 1", " 1", " 1", "5.8", "3.1", " ", " ", " ", " ", " 1.8", " 1.8", " ", " 2.2", " 4.8", " 3.6", " 4.1", " 1.1", " 3.6", " 3.7", " 4.5", " ", " 3.0", " 3.0", " 2.8", " 4.7", " ", " 4.1", " 3.0", " ", " ", " 3.7", " ", " 5.8", " 3.3", " 3.3", " ", " 4.2", " 4.6", " 5.0", " 3.5", " 5.0", " 5.4", " 2.9", " "
"2712", "", "False", "FAHFA 20:4/20:4", "C40 H62 O4", "No results", " No results", " Invalid mass", " No results", " No match", "-7.97", "606.45997", "605.45270", "7.772", "2142950.76487959", "0", "0", "2", "", "", "38.3", "Multiple matches found", " No matches found", "", "Multiple matches found", " No matches found", "PreferredDDA", "", "[M-H]-1", "554281.900158676", " 687146.899278324", " 645693.674763164", " 795574.269301695", " 674631.535537795", "23.1448302183825", " 62.7287177301652", " 67.4713857377052", " 26.9384571674353", " 32.4063776831027", "0.858", " 1.232", " 1.045", " 0.864", " 0.848", "-0.22", " 0.30", " 0.06", " -0.21", " -0.24", "0.868928060397827", " 0.99348908835301", " 0.996776518056411", " 0.999997919229792", " 0.999994504501669", "1", " 1", " 1", " 1", " 1", "6.5", "", " ", " ", " ", " ", " ", " ", " 4.3", " ", " 2.2", " ", " 4.8", " ", " ", " 1.3", " 2.6", " 5.2", " ", " ", " ", " ", " ", " 0.9", " ", " ", " ", " ", " ", " 3.2", " 6.5", " ", " 3.2", " ", " ", " ", " 4.6", " ", " 4.2", " ", " 4.2"
"5944", "", "False", "", "C7 H7 N8 O P3", "Full match", " No results", " No results", " No results", " No results", "-0.87", "311.99530", "310.98802", "0.511", "2142259.87176222", "0", "0", "0", "", "", "", "No matches found", " No matches found", "", "No matches found", " No matches found", "NoMSn", "", "[M-H]-1", "536637.209368379", " 671139.202287688", " 834740.040416715", " 715542.629408627", " 529941.311050226", "53.0614962001791", " 48.8944996057423", " 40.1146066248787", " 71.0609973309271", " 30.4464668775159", "0.643", " 0.857", " 0.635", " 0.938", " 0.741", "-0.64", " -0.22", " -0.66", " -0.09", " -0.43", "0.662757059993342", " 0.973328502540611", " 0.344743302588342", " 0.798528682882549", " 0.705944961774954", "1", " 1", " 0.90795882713956", " 1", " 1", "4.2", "", " ", " ", " ", " 3.0", " 2.2", " ", " ", " ", " 1.1", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " 4.2", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " "
"3805", "", "False", "", "", "No results", " No results", " No results", " No results", " No results", "", "460.60311", "459.59583", "0.773", "2141645.56213305", "0", "0", "0", "", "", "", "No matches found", " No matches found", "", "No matches found", " No matches found", "PreferredDDA", "", "[M-H]-1", "101750.853921532", " 67979.7600161727", " 159354.076732376", " 303537.897631712", " 47239.6024390297", "153.248541483766", " 145.926384084894", " 145.689765539342", " 117.219129616781", " 117.258637165373", "0.639", " 1.905", " 0.296", " 0.224", " 0.156", "-0.65", " 0.93", " -1.75", " -2.16", " -2.68", "0.993681870471824", " 0.905874511189381", " 0.813675381453947", " 0.710519165228272", " 0.309258790831156", "1", " 1", " 1", " 1", " 1", "4.8", "4.8", " ", " 1.7", " 1.6", " 0.2", " ", " ", " ", " 3.7", " ", " 4.1", " ", " ", " 2.0", " ", " 4.4", " ", " ", " ", " 2.1", " ", " 2.8", " 2.7", " 4.8", " 2.8", " ", " ", " 3.6", " 4.8", " ", " ", " 3.9", " ", " ", " ", " ", " ", " ", " 4.8", " 3.1"
"3427", "", "False", "Hydroxyethyl retinamide", "C22 H33 N O2", "Not the top hit", " No results", " No results", " Partial match", " Full match", "-2.03", "343.25043", "342.24315", "2.631", "2141354.58588255", "6", "0", "0", "", "", "", "No matches found", " No matches found", "", "No matches found", " Single match found", "PreferredDDA", "", "[M-H]-1", "69679.2605837101", " 49108.6705075342", " 128165.170008386", " 66299.5859888341", " 47281.753352277", "223.531820835807", " 87.246157860558", " 118.513099542058", " 125.46811496973", " 81.8554400082308", "0.544", " 0.517", " 0.369", " 0.741", " 0.713", "-0.88", " -0.95", " -1.44", " -0.43", " -0.49", "0.998391981567308", " 0.999962443219306", " 0.562675247949908", " 0.871150316821642", " 0.632605451492674", "1", " 1", " 1", " 1", " 1", "5.5", "5.5", " ", " ", " ", " ", " 2.5", " ", " ", " ", " ", " 3.5", " ", " ", " 2.1", " ", " ", " ", " 3.0", " ", " ", " 4.8", " 3.0", " 3.1", " 3.9", " 3.3", " ", " ", " ", " 3.9", " ", " ", " 5.2", " ", " ", " ", " ", " ", " ", " ", " 2.7"
"7636", "", "False", "", "", "No results", " No results", " No results", " No results", " No results", "", "381.20009", "380.19281", "2.863", "2140926.87867031", "0", "0", "0", "", "", "", "No matches found", " No matches found", "", "No matches found", " No matches found", "NoMSn", "", "[M-H]-1", "704210.008107265", " 111608.173361801", " 873658.209353475", " 129720.542881122", " 74282.1459252682", "67.6938924473495", " 101.579873184682", " 92.3927472397163", " 147.751983125748", " 5.7418289808009", "0.806", " 0.148", " 0.085", " 0.860", " 0.573", "-0.31", " -2.75", " -3.56", " -0.22", " -0.80", "0.999982143287234", " 0.337992613098405", " 0.0266168609347799", " 0.99807219235657", " 0.727165816833799", "1", " 1", " 0.144788629954729", " 1", " 1", "3.9", "1.4", " 1.8", " ", " ", " 2.6", " 1.1", " 1.1", " ", " ", " ", " 1.8", " ", " ", " 0.7", " ", " ", " ", " 3.7", " ", " 3.7", " 2.8", " ", " 1.8", " 3.9", " 1.7", " ", " 1.0", " ", " 2.0", " ", " ", " 1.8", " ", " ", " ", " ", " ", " ", " ", " "
