"Compounds ID", "Tags", "Checked", "Name", "Formula", "Annot. Source: Predicted Compositions", "Annot. Source: mzCloud Search", "Annot. Source: mzVault Search", "Annot. Source: ChemSpider Search", "Annot. Source: MassList Search", "Annot. DeltaMass [ppm]", "Calc. MW", "m/z", "RT [min]", "Area (Max.)", "# ChemSpider Results", "# mzCloud Results", "# mzVault Results", "mzCloud Best Match", "mzCloud Best Match Confidence", "mzVault Best Match", "mzVault Library Match: Bamba lab 34 lipid mediators library stepped NCE 10 30 45", "mzVault Library Match: Bamba lab 598 polar metabolites stepped NCE 10 30 45", "mzVault Library Match: Custom mzVault Library", "mzVault Library Match: LipidBlast-VS68-Neg", "mzVault Library Match: LipidBlast-VS68-Pos", "Class Coverage: Phosphatidylcholine Compound Class", "Mass List Match: LipidMaps Structure Database 2021-09-13", "MS2", "Neutral Losses", "Reference Ion", "Group Area: 16h-lps", "Group Area: 16h-lps-cla", "Group Area: 6h-cla-lps", "Group Area: 6h-lps", "Group Area: cla", "Group Area: ctrl", "Group CV [%]: 16h-lps", "Group CV [%]: 16h-lps-cla", "Group CV [%]: 6h-cla-lps", "Group CV [%]: 6h-lps", "Group CV [%]: cla", "Group CV [%]: ctrl", "Ratio: (16h-lps-cla) / (16h-lps)", "Ratio: (6h-lps) / (16h-lps)", "Ratio: (6h-cla-lps) / (16h-lps-cla)", "Ratio: (cla) / (6h-cla-lps)", "Ratio: (6h-cla-lps) / (6h-lps)", "Ratio: (ctrl) / (6h-lps)", "Ratio: (cla) / (ctrl)", "Log2 Fold Change: (16h-lps-cla) / (16h-lps)", "Log2 Fold Change: (6h-lps) / (16h-lps)", "Log2 Fold Change: (6h-cla-lps) / (16h-lps-cla)", "Log2 Fold Change: (cla) / (6h-cla-lps)", "Log2 Fold Change: (6h-cla-lps) / (6h-lps)", "Log2 Fold Change: (ctrl) / (6h-lps)", "Log2 Fold Change: (cla) / (ctrl)", "P-value: (16h-lps-cla) / (16h-lps)", "P-value: (6h-lps) / (16h-lps)", "P-value: (6h-cla-lps) / (16h-lps-cla)", "P-value: (cla) / (6h-cla-lps)", "P-value: (6h-cla-lps) / (6h-lps)", "P-value: (ctrl) / (6h-lps)", "P-value: (cla) / (ctrl)", "Adj. P-value: (16h-lps-cla) / (16h-lps)", "Adj. P-value: (6h-lps) / (16h-lps)", "Adj. P-value: (6h-cla-lps) / (16h-lps-cla)", "Adj. P-value: (cla) / (6h-cla-lps)", "Adj. P-value: (6h-cla-lps) / (6h-lps)", "Adj. P-value: (ctrl) / (6h-lps)", "Adj. P-value: (cla) / (ctrl)", "Peak Rating (Max.)", "Peak Rating: Plasma-27.raw (F27)", "Peak Rating: Plasma-28.raw (F28)", "Peak Rating: Plasma-29.raw (F29)", "Peak Rating: Plasma-30.raw (F30)", "Peak Rating: Plasma-31.raw (F31)", "Peak Rating: Plasma-32.raw (F32)", "Peak Rating: Plasma-33.raw (F33)", "Peak Rating: Plasma-34.raw (F34)", "Peak Rating: Plasma-35.raw (F35)", "Peak Rating: Plasma-36.raw (F36)", "Peak Rating: Plasma-21.raw (F21)", "Peak Rating: Plasma-22.raw (F22)", "Peak Rating: Plasma-23.raw (F23)", "Peak Rating: Plasma-24.raw (F24)", "Peak Rating: Plasma-25.raw (F25)", "Peak Rating: Plasma-26.raw (F26)", "Peak Rating: Plasma-14.raw (F14)", "Peak Rating: Plasma-15.raw (F15)", "Peak Rating: Plasma-16.raw (F16)", "Peak Rating: Plasma-17.raw (F17)", "Peak Rating: Plasma-18.raw (F18)", "Peak Rating: Plasma-19.raw (F19)", "Peak Rating: Plasma-20.raw (F20)", "Peak Rating: Plasma-8.raw (F8)", "Peak Rating: Plasma-9.raw (F9)", "Peak Rating: Plasma-10.raw (F10)", "Peak Rating: Plasma-11.raw (F11)", "Peak Rating: Plasma-12.raw (F12)", "Peak Rating: Plasma-1.raw (F1)", "Peak Rating: Plasma-2.raw (F2)", "Peak Rating: Plasma-3.raw (F3)", "Peak Rating: Plasma-4.raw (F4)", "Peak Rating: Plasma-5.raw (F5)", "Peak Rating: Plasma-6.raw (F6)", "Peak Rating: Plasma-7.raw (F7)"
"1488", "", "False", "", "C18 H9 Cl2 P S", "Full match", " No results", " No results", " No results", " No results", "1.01", "357.95432", "356.94705", "2.372", "1019070.14752901", "0", "0", "0", "", "", "", "No matches found", " No matches found", " No matches found", " No matches found", " No matches found", "", "No matches found", "PreferredDDA", "", "[M-H]-1", "576750.357666401", " ", " ", " ", " 404885.599845285", " 816843.122993187", "", " ", " ", " ", " ", " 35.0118881736974", "0.000", " 0.000", " ", " Infinity", " ", " Infinity", " 0.496", "-Infinity", " -Infinity", " ", " Infinity", " ", " Infinity", " -1.01", "", " ", " ", " ", " ", " ", " ", "", " ", " ", " ", " ", " ", " ", "4.7", "", " 3.0", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " 3.0", " ", " 4.5", " ", " 4.7", " ", " ", " "
"548", "", "False", "", "C12 H12 N6 O13 P2", "Full match", " No results", " No results", " No results", " No results", "0.36", "509.99394", "508.98666", "1.094", "1017889.37487414", "0", "0", "0", "", "", "", "No matches found", " No matches found", " No matches found", " No matches found", " No matches found", "", "No matches found", "PreferredDDA", "", "[M-H]-1", "457723.271041738", " 512162.257713572", " 357266.184084821", " 384768.857644025", " 368736.842902022", " 677821.331566577", "37.9616714291593", " 2.09233006745689", " 16.9546435166466", " 27.539843359958", " 53.1111423366639", " 70.9521545838226", "1.119", " 0.841", " 0.698", " 1.032", " 0.929", " 1.762", " 0.544", "0.16", " -0.25", " -0.52", " 0.05", " -0.11", " 0.82", " -0.88", "0.99971115741926", " 0.892443321722393", " 0.894073055411861", " 0.99997534686554", " 0.999966128103594", " 0.66893153540919", " 0.674241456249093", "1", " 1", " 1", " 1", " 1", " 1", " 1", "8.0", "5.4", " 5.4", " ", " 4.5", " 5.1", " ", " ", " 8.0", " ", " 6.8", " 6.4", " 4.9", " 7.2", " ", " 6.4", " ", " 5.9", " ", " 5.6", " 5.9", " ", " ", " ", " ", " 4.5", " 3.8", " ", " 4.9", " ", " ", " 4.5", " ", " ", " ", " 5.2"
"1940", "", "False", "", "C24 H38 N4 O3 S2", "Full match", " No results", " No results", " No results", " No results", "-1.21", "494.23793", "493.23066", "1.306", "1013290.72461857", "0", "0", "0", "", "", "", "No matches found", " No matches found", " No matches found", " No matches found", " No matches found", "", "No matches found", "PreferredDDA", "", "[M-H]-1", "", " 692695.452389357", " 926220.621353797", " 614194.054617461", " ", " 714387.048259845", "", " ", " 17.0427166098415", " 8.57297996975163", " ", " ", "Infinity", " Infinity", " 1.337", " 0.000", " 1.508", " 1.163", " 0.000", "Infinity", " Infinity", " 0.42", " -Infinity", " 0.59", " 0.22", " -Infinity", "", " ", " ", " ", " 0.111467624957547", " ", " ", "", " ", " ", " ", " 1", " ", " ", "4.6", "", " ", " ", " ", " ", " ", " 1.7", " ", " ", " ", " 1.7", " 3.3", " ", " 2.5", " 3.6", " 4.2", " ", " ", " 3.3", " 3.3", " 4.6", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " 1.7", " ", " ", " "
"2511", "", "False", "Asperitaconic acid B", "C13 H20 O6", "Not the top hit", " No results", " No results", " Not the top hit", " Full match", "1.43", "272.12638", "271.11910", "1.319", "1011641.83898473", "3", "0", "0", "", "", "", "No matches found", " No matches found", " No matches found", " No matches found", " No matches found", "", "Multiple matches found", "PreferredDDA", "", "[M-H]-1", "884662.903250684", " 724860.480850958", " 666401.413967747", " 610211.651665241", " ", " 1011641.83898473", "", " 12.9512267899042", " 38.3916087866807", " 3.61441628560586", " ", " ", "0.819", " 0.690", " 0.919", " 0.000", " 1.092", " 1.658", " 0.000", "-0.29", " -0.54", " -0.12", " -Infinity", " 0.13", " 0.73", " -Infinity", "", " ", " 0.982775491994119", " ", " 0.999317286716209", " ", " ", "", " ", " 1", " ", " 1", " ", " ", "4.9", "", " ", " ", " ", " 3.6", " ", " ", " ", " 4.1", " 4.5", " 1.1", " ", " 2.4", " ", " ", " ", " 4.9", " ", " ", " ", " 4.2", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " 2.9", " ", " ", " "
"481", "", "False", "", "C19 H22 N6 O10 P2 S2", "Full match", " No results", " No results", " No results", " No results", "0.69", "620.03184", "619.02456", "1.090", "1010797.90685429", "0", "0", "0", "", "", "", "No matches found", " No matches found", " No matches found", " No matches found", " No matches found", "", "No matches found", "PreferredDDA", "", "[M-H]-1", "376914.341414063", " 294800.633409855", " 329613.926674896", " 355915.455700108", " 483015.396149822", " 217139.776783453", "81.5173803622713", " 41.2824727806214", " ", " 30.9120664729597", " ", " 98.2975009361304", "0.782", " 0.944", " 1.118", " 1.465", " 0.926", " 0.610", " 2.224", "-0.35", " -0.08", " 0.16", " 0.55", " -0.11", " -0.71", " 1.15", "0.990493204761528", " 0.999994802783599", " ", " ", " ", " 0.999999999999622", " ", "1", " 1", " ", " ", " ", " 1", " ", "5.8", "", " 5.3", " ", " 5.5", " 4.9", " ", " 4.9", " 4.9", " 3.4", " 4.9", " ", " ", " 5.7", " ", " ", " ", " ", " ", " ", " 5.4", " ", " 5.8", " ", " ", " ", " ", " ", " 5.7", " ", " ", " 4.9", " ", " 4.9", " ", " 5.2"
"2893","","False","2,5-di-tert-Butylhydroquinone","C14 H22 O2","No results"," Invalid mass"," No results"," No results"," No results","10.36","222.16428","221.15700","5.992","977079.157050147","0","1","0","85.8","9.3","","No matches found"," No matches found"," No matches found"," No matches found"," No matches found","","No matches found","PreferredDDA","","[M-H]-1","801143.322545501"," "," "," 919304.028062732"," 977079.157050147"," ","15.451713315586"," "," "," "," "," ","0.000"," 1.147"," "," Infinity"," 0.000"," 0.000"," Infinity","-Infinity"," 0.20"," "," Infinity"," -Infinity"," -Infinity"," Infinity",""," "," "," "," "," "," ",""," "," "," "," "," "," ","5.5",""," 5.5"," "," 3.3"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," 3.6"," "," "," "," "," "," "," "," 3.6"," "," "," "," "," "," "," "," "
"834", "", "False", "", "C57 H47 Cl2 N3 O4 P2", "Full match", " No results", " No results", " No results", " No results", "1.08", "969.24293", "968.23566", "15.556", "975886.204689666", "0", "0", "0", "", "", "", "No matches found", " No matches found", " No matches found", " No matches found", " No matches found", "", "No matches found", "PreferredDDA", "", "[M-H]-1", "352970.99948127", " 388014.596713711", " 173932.321290672", " 346972.045452423", " 343780.556643574", " 302651.860145742", "35.8203249621648", " 59.0710458609868", " 38.9672554657466", " 47.6312852469313", " 50.1687622586619", " 42.4789962382653", "1.099", " 0.983", " 0.448", " 1.977", " 0.501", " 0.872", " 1.136", "0.14", " -0.02", " -1.16", " 0.98", " -1.00", " -0.20", " 0.18", "0.935452427380584", " 0.9999670594446", " 0.147514070260131", " 0.70474490153754", " 0.516428780817227", " 0.99999995762333", " 0.999840690791151", "1", " 1", " 1", " 1", " 1", " 1", " 1", "4.5", "2.4", " 2.4", " 2.4", " ", " ", " ", " 3.4", " 4.2", " ", " 3.6", " ", " ", " ", " 2.0", " 2.0", " ", " 4.5", " 3.8", " ", " 1.9", " ", " ", " ", " ", " 3.4", " 1.5", " ", " ", " ", " ", " 2.3", " ", " 1.5", " 1.9", " "
"1163", "", "False", "17:0 Cholesterol ester", "C44 H78 O2", "Full match", " No results", " No results", " Full match", " Full match", "-0.13", "638.60010", "637.59282", "18.446", "965748.333600935", "2", "0", "0", "", "", "", "No matches found", " No matches found", " No matches found", " No matches found", " No matches found", "", "Multiple matches found", "PreferredDDA", "", "[M-H]-1", "373854.92642124", " 333078.327147242", " 421766.647915018", " 440067.19311747", " 487422.619143515", " 845268.628609829", "21.0669950765401", " 6.27692601202034", " 17.5123900390319", " 13.5205204430153", " 35.6483691798495", " 13.626216670179", "0.891", " 1.177", " 1.266", " 1.156", " 0.958", " 1.921", " 0.577", "-0.17", " 0.24", " 0.34", " 0.21", " -0.06", " 0.94", " -0.79", "0.996570029884639", " 0.96396093088064", " 0.888381796772984", " 0.999998369334742", " 0.999975555361102", " 0.00178394548119187", " 0.00241884662519165", "1", " 1", " 1", " 1", " 1", " 0.0451619882343837", " 0.408031326387887", "6.0", "1.4", " 3.7", " ", " ", " ", " ", " 3.7", " 5.6", " 4.4", " 5.2", " ", " ", " 3.8", " 4.2", " ", " ", " 5.1", " 4.7", " 4.3", " ", " 3.9", " 4.7", " 5.1", " 3.5", " 2.0", " 0.5", " 3.2", " 3.2", " 6.0", " 4.5", " 4.5", " 5.3", " 4.1", " 3.5", " 4.9"
"586", "", "False", "", "C9 H8 N8 O P2", "Invalid mass", " No results", " No results", " No match", " No results", "5.28", "306.03125", "305.02397", "1.093", "956010.56881445", "1", "0", "0", "", "", "", "No matches found", " No matches found", " No matches found", " No matches found", " No matches found", "", "No matches found", "PreferredDDA", "", "[M-H]-1", "403448.62345117", " 385434.263422096", " 297286.194534146", " 352262.119372807", " 514582.451074922", " 311565.871176872", "52.2237079460923", " 17.9267604948998", " 17.6350820695799", " 30.695670125708", " ", " 71.5575022615972", "0.955", " 0.873", " 0.771", " 1.731", " 0.844", " 0.884", " 1.652", "-0.07", " -0.20", " -0.37", " 0.79", " -0.24", " -0.18", " 0.72", "0.985126454477915", " 0.899178974367521", " 0.978285487651143", " ", " 0.994706897529494", " 0.896290821518601", " ", "1", " 1", " 1", " ", " 1", " 1", " ", "7.2", "5.7", " 5.7", " ", " 5.5", " 5.3", " ", " 7.2", " 6.8", " 6.4", " ", " 6.8", " ", " ", " 6.4", " 7.2", " ", " 5.8", " 5.8", " 6.2", " 6.2", " ", " 5.8", " ", " ", " ", " ", " ", " 5.7", " ", " ", " 5.3", " ", " 5.7", " ", " 5.2"
"1480", "", "False", "LPE 20:4", "C25 H44 N O7 P", "No match", " No results", " Full match", " Not the top hit", " Partial match", "3.19", "501.28714", "500.27986", "6.628", "955749.702701823", "6", "0", "1", "", "", "44.5", "No matches found", " No matches found", " No matches found", " Single match found", " No matches found", "", "Multiple matches found", "PreferredDDA", "", "[M-H]-1", "", " ", " 481065.236060407", " 670337.999530363", " ", " 520788.62539622", "", " ", " 1.01221007878585", " 32.7387041674471", " ", " ", "", " Infinity", " Infinity", " 0.000", " 0.718", " 0.777", " 0.000", "", " Infinity", " Infinity", " -Infinity", " -0.48", " -0.36", " -Infinity", "", " ", " ", " ", " 0.47654499636343", " ", " ", "", " ", " ", " ", " 1", " ", " ", "6.1", "", " ", " ", " ", " ", " ", " ", " ", " ", " ", " 5.7", " ", " ", " ", " ", " 6.1", " ", " ", " 4.3", " 4.3", " 4.1", " ", " 4.5", " ", " ", " ", " ", " ", " ", " ", " ", " 3.0", " ", " ", " "
"1945","","False","16:4(4Z,7Z,10Z,13Z)","C16 H24 O2","Full match"," No results"," No results"," Not the top hit"," Full match","4.89","248.17884","247.17157","6.977","953917.893678963","18","0","0","","","","No matches found"," No matches found"," No matches found"," No matches found"," No matches found","","Multiple matches found","PreferredDDA","","[M-H]-1","572406.14763983"," "," 542259.202400817"," 613531.503713339"," "," ",""," "," "," 25.7809522244556"," "," ","0.000"," 1.072"," Infinity"," 0.000"," 0.884"," 0.000"," ","-Infinity"," 0.10"," Infinity"," -Infinity"," -0.18"," -Infinity"," ",""," "," "," "," "," "," ",""," "," "," "," "," "," ","5.8",""," 3.4"," "," "," "," "," "," "," "," "," 3.4"," "," "," "," "," "," 4.0"," "," 5.2"," 4.4"," 4.6"," "," 5.8"," "," "," "," "," "," "," "," "," "," "," "," "
"1387", "", "False", "", "C9 H12 N4 O2 S", "Full match", " No results", " No results", " No results", " No results", "2.13", "240.06861", "239.06133", "10.544", "948952.197908001", "0", "0", "0", "", "", "", "No matches found", " No matches found", " No matches found", " No matches found", " No matches found", "", "No matches found", "PreferredDDA", "", "[M-H]-1", "661810.361270016", " 661260.686724755", " 599957.312607659", " 948952.197908001", " 808801.30571848", " 739205.324416348", "40.768548007537", " 8.2198180288189", " ", " ", " ", " 21.960209386346", "0.999", " 1.434", " 0.907", " 1.348", " 0.632", " 0.779", " 1.094", "0.00", " 0.52", " -0.14", " 0.43", " -0.66", " -0.36", " 0.13", "0.999977143961392", " ", " ", " ", " ", " ", " ", "1", " ", " ", " ", " ", " ", " ", "4.6", "3.0", " ", " 3.3", " ", " ", " ", " 3.7", " 4.6", " ", " ", " ", " ", " ", " 2.3", " ", " ", " ", " 1.0", " ", " ", " ", " ", " ", " ", " ", " 2.9", " ", " ", " ", " ", " 3.9", " ", " 2.1", " ", " "
"561", "", "False", "", "C10 H23 N6 O13 P3 S2", "Full match", " No results", " No results", " No results", " No results", "0.90", "591.99827", "590.99099", "1.093", "944456.135648369", "0", "0", "0", "", "", "", "No matches found", " No matches found", " No matches found", " No matches found", " No matches found", "", "No matches found", "PreferredDDA", "", "[M-H]-1", "391652.463380012", " 404706.231493331", " 263192.525104935", " 310075.709616106", " 395054.795843316", " 289941.655067527", "46.0773584826427", " 29.6361224684405", " 21.6437534365639", " 36.373074226363", " 34.140996039545", " 90.4945923073954", "1.033", " 0.792", " 0.650", " 1.501", " 0.849", " 0.935", " 1.363", "0.05", " -0.34", " -0.62", " 0.59", " -0.24", " -0.10", " 0.45", "0.999580756615875", " 0.970388932840399", " 0.981593072474436", " 0.95324267085151", " 0.999942257740822", " 0.996592701556463", " 0.999949772664947", "1", " 1", " 1", " 1", " 1", " 1", " 1", "6.7", "4.9", " 4.9", " ", " 4.0", " 4.5", " ", " ", " 4.4", " 5.9", " 4.4", " 5.9", " 5.9", " 6.7", " 5.9", " 5.9", " ", " ", " ", " 5.4", " 5.4", " ", " 5.4", " ", " ", " ", " 5.4", " ", " 5.8", " ", " 4.9", " ", " ", " 3.8", " ", " 5.2"
"579", "", "False", "", "C5 H13 N10 O7 P3 S2", "Full match", " No results", " No results", " No results", " No results", "0.64", "481.96260", "480.95532", "23.839", "943711.741671817", "0", "0", "0", "", "", "", "No matches found", " No matches found", " No matches found", " No matches found", " No matches found", "", "No matches found", "PreferredDDA", "", "[M-H]-1", "796203.692656216", " 810990.914354837", " 824841.431107415", " 769964.562248602", " 826056.899125516", " 766469.995704225", "8.81389406708849", " 2.19633329566941", " 7.18420864711231", " 5.15369241641079", " 4.60261828521548", " 4.65605762640149", "1.019", " 0.967", " 1.017", " 1.001", " 1.071", " 0.995", " 1.078", "0.03", " -0.05", " 0.02", " 0.00", " 0.10", " -0.01", " 0.11", "0.999849063650415", " 0.700752330500204", " 0.998658055405011", " 0.999661252697903", " 0.566196528291773", " 0.996839395312203", " 0.220783975496661", "1", " 1", " 1", " 1", " 1", " 1", " 1", "9.3", "8.4", " 8.4", " 8.1", " 8.1", " 8.4", " 8.9", " 8.6", " 8.6", " 8.9", " 8.2", " 8.1", " 8.8", " 8.4", " 8.1", " 8.4", " 8.4", " 8.1", " 8.4", " 8.4", " 8.4", " 8.1", " 8.4", " 8.1", " 9.3", " 8.9", " 8.6", " 8.6", " 8.6", " 8.6", " 8.9", " 8.6", " 8.9", " 8.9", " 8.6", " 8.9"
"879", "", "False", "", "C44 H32 Cl N4 O3 P", "Full match", " No results", " No results", " No results", " No results", "2.05", "730.19155", "729.18427", "13.136", "938880.847105867", "0", "0", "0", "", "", "", "No matches found", " No matches found", " No matches found", " No matches found", " No matches found", "", "No matches found", "PreferredDDA", "", "[M-H]-1", "436751.919743319", " 482472.968326068", " 430500.940432676", " 433804.282512832", " 435422.472637968", " 416982.040071271", "51.6519343788813", " 21.2333737540612", " 12.9226999149587", " 27.1854842092071", " 34.545065455103", " 35.6459420224427", "1.105", " 0.993", " 0.892", " 1.011", " 0.992", " 0.961", " 1.044", "0.14", " -0.01", " -0.16", " 0.02", " -0.01", " -0.06", " 0.06", "0.949891388494852", " 0.993867148379976", " 0.997607492690898", " 0.986712934126274", " 0.958246853527875", " 0.999999993220111", " 0.99999899503897", "1", " 1", " 1", " 1", " 1", " 1", " 1", "6.6", "4.5", " 1.1", " 4.0", " ", " ", " ", " 3.3", " 4.0", " 4.0", " 2.9", " ", " ", " 2.8", " 2.8", " 6.6", " ", " 4.8", " 2.8", " ", " 2.1", " 2.1", " 3.3", " ", " ", " 4.7", " 2.6", " ", " 2.0", " ", " ", " 4.1", " 2.8", " 2.8", " 3.9", " 3.5"
"1218", "", "False", "", "C17 H30 N10 S", "Full match", " No results", " No results", " No results", " No results", "0.10", "406.23760", "405.23033", "1.941", "930796.198730127", "0", "0", "0", "", "", "", "No matches found", " No matches found", " No matches found", " No matches found", " No matches found", "", "No matches found", "PreferredDDA", "", "[M-H]-1", "626358.013432628", " 856725.233927458", " 802496.061333661", " 640679.272702264", " ", " 314439.27582363", "8.68931607036045", " 34.1485145974365", " 19.656841967473", " 22.9334926244376", " ", " ", "1.368", " 1.023", " 0.937", " 0.000", " 1.253", " 0.491", " 0.000", "0.45", " 0.03", " -0.09", " -Infinity", " 0.32", " -1.03", " -Infinity", "0.997453254294172", " 0.999702852898185", " 0.975268732415407", " ", " 0.90974850574811", " ", " ", "1", " 1", " 1", " ", " 1", " ", " ", "5.9", "", " 5.4", " ", " 5.6", " ", " 2.4", " 3.8", " 2.8", " 3.4", " 4.1", " 5.2", " 5.2", " 4.0", " 5.9", " 5.5", " 4.9", " 3.5", " 3.3", " 3.7", " 3.5", " 2.0", " 3.7", " 3.7", " ", " ", " ", " ", " ", " ", " 1.1", " ", " ", " ", " ", " "
"862", "", "False", "", "C44 H50 Cl O2 P S4", "Full match", " No results", " No results", " No results", " No results", "-0.78", "804.21135", "803.20407", "14.097", "925634.39724305", "0", "0", "0", "", "", "", "No matches found", " No matches found", " No matches found", " No matches found", " No matches found", "", "No matches found", "PreferredDDA", "", "[M-H]-1", "400053.152409197", " 556845.776514666", " 457668.786332931", " 461271.407401434", " 372072.521553224", " 420360.148323983", "51.7251935461295", " 51.8606391225114", " 9.08963884720931", " 44.7951786349727", " 8.4068380106198", " 40.4824248059209", "1.392", " 1.153", " 0.822", " 0.813", " 0.992", " 0.911", " 0.885", "0.48", " 0.21", " -0.28", " -0.30", " -0.01", " -0.13", " -0.18", "0.999992608881755", " 0.998425706513797", " 0.99770849899014", " 0.996480542325856", " 1", " 0.999999888521505", " 0.988647847146852", "1", " 1", " 1", " 1", " 1", " 1", " 1", "5.9", "2.7", " 1.5", " 5.5", " ", " ", " ", " ", " 2.3", " 2.3", " 3.6", " ", " ", " 4.4", " 5.9", " ", " ", " 3.6", " 1.7", " ", " 1.9", " 2.7", " 3.4", " 2.7", " ", " 5.9", " ", " ", " 4.8", " ", " ", " 3.6", " 4.5", " 3.0", " 3.4", " 5.3"
"2144", "", "False", "", "C33 H26 O S2", "Full match", " No results", " No results", " No results", " No results", "0.58", "502.14280", "501.13552", "1.100", "915601.288374721", "0", "0", "0", "", "", "", "No matches found", " No matches found", " No matches found", " No matches found", " No matches found", "", "No matches found", "PreferredDDA", "", "[M-H]-1", "675614.730779412", " 581090.580722282", " 545382.274591927", " 582741.915706334", " 545617.590156255", " 572420.065563978", "", " 19.6005500475708", " 10.411241036852", " 7.16369128331991", " 10.3900275131964", " 29.687273422476", "0.860", " 0.863", " 0.939", " 1.000", " 0.936", " 0.982", " 0.953", "-0.22", " -0.21", " -0.09", " 0.00", " -0.10", " -0.03", " -0.07", "", " ", " 0.997725999537199", " 0.999464788868945", " 0.999999996048191", " 0.999198171973653", " 0.986414204612159", "", " ", " 1", " 1", " 1", " 1", " 1", "6.3", "", " 4.8", " ", " ", " ", " ", " 5.7", " 4.9", " 3.8", " 4.9", " 4.3", " 4.3", " 3.9", " ", " ", " ", " 5.2", " 5.6", " 5.2", " 6.3", " ", " 5.6", " ", " ", " ", " 4.7", " ", " 4.7", " 4.3", " ", " 3.3", " 5.2", " 3.9", " ", " 3.3"
"1404", "", "False", "", "C12 H31 N4 O3 P", "Full match", " No results", " No results", " No results", " No results", "-1.68", "310.21285", "309.20558", "10.228", "909105.952918006", "0", "0", "0", "", "", "", "No matches found", " No matches found", " No matches found", " No matches found", " No matches found", "", "No matches found", "PreferredDDA", "", "[M-H]-1", "", " ", " 751645.679168351", " 742298.468070775", " 449644.896574079", " ", "", " ", " 11.6013387835843", " 31.7798591164284", " ", " ", "", " Infinity", " Infinity", " 0.598", " 1.013", " 0.000", " Infinity", "", " Infinity", " Infinity", " -0.74", " 0.02", " -Infinity", " Infinity", "", " ", " ", " ", " 0.988658878048412", " ", " ", "", " ", " ", " ", " 1", " ", " ", "3.8", "", " ", " ", " ", " ", " ", " ", " ", " ", " ", " 3.8", " 3.8", " ", " ", " ", " ", " ", " ", " ", " 3.8", " 3.5", " ", " ", " ", " ", " ", " 2.3", " ", " ", " ", " ", " ", " ", " ", " "
"1322", "", "False", "DHA", "C22 H32 O2", "No match", " No results", " No results", " Partial match", " Full match", "3.83", "328.24149", "327.23421", "9.608", "908814.398578847", "12", "0", "0", "", "", "", "No matches found", " No matches found", " No matches found", " No matches found", " No matches found", "", "Multiple matches found", "PreferredDDA", "", "[M-H]-1", "441657.026807366", " ", " 625034.723769711", " 608241.25555596", " ", " ", "11.4594966050446", " ", " 45.8151191508069", " ", " ", " ", "0.000", " 1.377", " Infinity", " 0.000", " 1.028", " 0.000", " ", "-Infinity", " 0.46", " Infinity", " -Infinity", " 0.04", " -Infinity", " ", "", " ", " ", " ", " ", " ", " ", "", " ", " ", " ", " ", " ", " ", "4.8", "", " 4.3", " ", " ", " 4.7", " ", " ", " ", " ", " ", " 4.8", " ", " ", " 0.8", " 2.3", " ", " ", " ", " 3.8", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " "
"677", "", "False", "", "C5 H9 N6 O2 P3", "Full match", " No results", " No results", " No results", " No results", "-1.03", "277.99970", "276.99242", "1.095", "907505.40307236", "0", "0", "0", "", "", "", "No matches found", " No matches found", " No matches found", " No matches found", " No matches found", "", "No matches found", "PreferredDDA", "", "[M-H]-1", "525193.858525052", " 429161.900520944", " 420650.747158109", " 444556.95362177", " 463381.049959809", " 422942.307591726", "24.9509915080676", " 18.2857405448753", " 17.7465075778175", " 21.2590625971649", " 38.1950308767182", " 62.264311180404", "0.817", " 0.846", " 0.980", " 1.102", " 0.946", " 0.951", " 1.096", "-0.29", " -0.24", " -0.03", " 0.14", " -0.08", " -0.07", " 0.13", "0.953115442199891", " 0.961659517676993", " 0.999945885272721", " 0.999999789403932", " 0.999856198763421", " 0.999830462228034", " 0.998024702390274", "1", " 1", " 1", " 1", " 1", " 1", " 1", "7.2", "5.9", " 6.7", " ", " 5.8", " ", " ", " 6.8", " 6.4", " 6.8", " ", " 7.2", " 6.8", " 7.2", " ", " 6.8", " ", " ", " 6.7", " ", " 5.9", " ", " 6.3", " ", " ", " 5.4", " 5.4", " ", " 5.8", " ", " ", " ", " 5.3", " 4.9", " ", " 5.2"
