"Compounds ID", "Tags", "Checked", "Name", "Formula", "Annot. Source: Predicted Compositions", "Annot. Source: mzCloud Search", "Annot. Source: mzVault Search", "Annot. Source: ChemSpider Search", "Annot. Source: MassList Search", "Annot. DeltaMass [ppm]", "Calc. MW", "m/z", "RT [min]", "Area (Max.)", "# ChemSpider Results", "# mzCloud Results", "# mzVault Results", "mzCloud Best Match", "mzCloud Best Match Confidence", "mzVault Best Match", "mzVault Library Match: LipidBlast-VS68-Neg", "mzVault Library Match: LipidBlast-VS68-Pos", "Class Coverage: Phosphatidylcholine Compound Class", "Mass List Match: LipidMaps Structure Database 2023-01-11", "Mass List Match: HMDB Serum metabolites (v5. 40600 cpds)", "MS2", "Neutral Losses", "Reference Ion", "Group Area: cla", "Group Area: cla_lps", "Group Area: ctrl", "Group Area: lps", "Group Area: no2-cla_lps", "Group CV [%]: cla", "Group CV [%]: cla_lps", "Group CV [%]: ctrl", "Group CV [%]: lps", "Group CV [%]: no2-cla_lps", "Ratio: (cla) / (ctrl)", "Ratio: (lps) / (ctrl)", "Ratio: (no2-cla_lps) / (ctrl)", "Ratio: (cla_lps) / (lps)", "Ratio: (no2-cla_lps) / (lps)", "Log2 Fold Change: (cla) / (ctrl)", "Log2 Fold Change: (lps) / (ctrl)", "Log2 Fold Change: (no2-cla_lps) / (ctrl)", "Log2 Fold Change: (cla_lps) / (lps)", "Log2 Fold Change: (no2-cla_lps) / (lps)", "P-value: (cla) / (ctrl)", "P-value: (lps) / (ctrl)", "P-value: (no2-cla_lps) / (ctrl)", "P-value: (cla_lps) / (lps)", "P-value: (no2-cla_lps) / (lps)", "Adj. P-value: (cla) / (ctrl)", "Adj. P-value: (lps) / (ctrl)", "Adj. P-value: (no2-cla_lps) / (ctrl)", "Adj. P-value: (cla_lps) / (lps)", "Adj. P-value: (no2-cla_lps) / (lps)", "Peak Rating (Max.)", "Peak Rating: Spleen-H-9.raw (F9)", "Peak Rating: Spleen-H-10.raw (F10)", "Peak Rating: Spleen-H-11.raw (F11)", "Peak Rating: Spleen-H-12.raw (F12)", "Peak Rating: Spleen-H-13.raw (F13)", "Peak Rating: Spleen-H-14.raw (F14)", "Peak Rating: Spleen-H-15.raw (F15)", "Peak Rating: Spleen-H-16.raw (F16)", "Peak Rating: Spleen-H-25.raw (F25)", "Peak Rating: Spleen-H-26.raw (F26)", "Peak Rating: Spleen-H-27.raw (F27)", "Peak Rating: Spleen-H-28.raw (F28)", "Peak Rating: Spleen-H-29.raw (F29)", "Peak Rating: Spleen-H-30.raw (F30)", "Peak Rating: Spleen-H-31.raw (F31)", "Peak Rating: Spleen-H-32.raw (F32)", "Peak Rating: Spleen-H-1.raw (F1)", "Peak Rating: Spleen-H-2.raw (F2)", "Peak Rating: Spleen-H-3.raw (F3)", "Peak Rating: Spleen-H-4.raw (F4)", "Peak Rating: Spleen-H-5.raw (F5)", "Peak Rating: Spleen-H-6.raw (F6)", "Peak Rating: Spleen-H-7.raw (F7)", "Peak Rating: Spleen-H-8.raw (F8)", "Peak Rating: Spleen-H-17.raw (F17)", "Peak Rating: Spleen-H-18.raw (F18)", "Peak Rating: Spleen-H-19.raw (F19)", "Peak Rating: Spleen-H-20.raw (F20)", "Peak Rating: Spleen-H-21.raw (F21)", "Peak Rating: Spleen-H-22.raw (F22)", "Peak Rating: Spleen-H-23.raw (F23)", "Peak Rating: Spleen-H-24.raw (F24)", "Peak Rating: Spleen-H-33.raw (F33)", "Peak Rating: Spleen-H-34.raw (F34)", "Peak Rating: Spleen-H-35.raw (F35)", "Peak Rating: Spleen-H-36.raw (F36)", "Peak Rating: Spleen-H-37.raw (F37)", "Peak Rating: Spleen-H-38.raw (F38)", "Peak Rating: Spleen-H-39.raw (F39)", "Peak Rating: Spleen-H-40.raw (F40)"
"593", "", "False", "ascr#26", "C21 H40 O6", "Not the top hit", " No results", " No results", " No results", " Full match", "-0.57", "388.28227", "387.27499", "5.795", "11659499.7924392", "0", "0", "0", "", "", "", "No matches found", " No matches found", "", "Multiple matches found", " No matches found", "PreferredDDA", "", "[M-H]-1", "180142.356624995", " 183366.468711186", " 557030.878683376", " 527851.684615802", " 150390.284250549", "100.120849463876", " 144.395525829079", " 148.542055974234", " 125.040204080553", " 114.372152033349", "0.323", " 0.948", " 0.270", " 0.347", " 0.285", "-1.63", " -0.08", " -1.89", " -1.53", " -1.81", "0.476174964071392", " 0.999808209407157", " 0.184407227536961", " 0.954755279120497", " 0.249247905197386", "1", " 1", " 0.780472401816667", " 1", " 1", "6.6", "", " 5.2", " ", " ", " ", " ", " ", " ", " ", " 5.1", " 4.1", " ", " ", " ", " 6.2", " ", " ", " 6.6", " 6.2", " ", " ", " ", " 6.2", " 5.2", " 5.8", " ", " 3.3", " 6.2", " ", " 4.3", " ", " ", " ", " ", " ", " ", " ", " ", " ", " 6.0"
"1026", "", "False", "", "C27 H31 Br N O2 P", "Full match", " No results", " No results", " No results", " No results", "-4.38", "511.12534", "510.11808", "5.194", "11652139.7864336", "0", "0", "0", "", "", "", "No matches found", " No matches found", "", "No matches found", " No matches found", "PreferredDDA", "", "[M-H]-1", "1426433.87511305", " 2772744.36877128", " 415398.466671799", " 2585887.12040983", " 2201003.65417837", "125.874700231068", " 100.999689031572", " 81.814433882639", " 89.8584331706307", " 80.0956597830606", "3.434", " 6.225", " 5.299", " 1.072", " 0.851", "1.78", " 2.64", " 2.41", " 0.10", " -0.23", "0.127996344055144", " 0.0247243157670848", " 0.0825460733092238", " 0.999994816160709", " 0.9850954848368", "1", " 0.471935565795893", " 0.489761003622923", " 1", " 1", "3.6", "", " 2.0", " 0.9", " ", " 1.7", " 0.7", " ", " 2.8", " ", " 3.0", " 2.4", " 2.0", " 2.8", " 2.4", " 0.7", " 2.4", " ", " ", " ", " ", " ", " ", " ", " ", " ", " 1.7", " 0.9", " 3.0", " 1.7", " 2.8", " ", " 3.2", " ", " 2.0", " 2.0", " 2.8", " ", " 3.2", " 2.0", " 3.6"
"4145", "", "False", "Dichamanetin", "C29 H24 O6", "No match", " No results", " No results", " No results", " Full match", "3.81", "468.15907", "467.15179", "5.653", "11645825.372693", "0", "0", "0", "", "", "", "No matches found", " No matches found", "", "Single match found", " No matches found", "NoMSn", "", "[M-H]-1", "358339.589009945", " 495028.404888856", " 178204.324819267", " 515504.073469872", " 332797.912812409", "140.953625137662", " 166.00457308908", " 84.5057470792417", " 182.820390952803", " 224.212003445821", "2.011", " 2.893", " 1.868", " 0.960", " 0.646", "1.01", " 1.53", " 0.90", " -0.06", " -0.63", "0.606911279727844", " 0.555442719447123", " 0.694332687510261", " 0.995523098332752", " 0.999406226395172", "1", " 1", " 1", " 1", " 1", "5.2", "", " ", " 2.0", " ", " ", " 2.7", " 2.0", " ", " ", " ", " ", " 3.6", " ", " 3.0", " 2.8", " 5.2", " ", " ", " ", " ", " ", " ", " 3.0", " ", " ", " ", " 2.8", " ", " ", " ", " 2.6", " ", " ", " ", " 4.1", " 3.9", " ", " ", " ", " "
"5017", "", "False", "", "", "No results", " No results", " No results", " No results", " No results", "", "636.02553", "635.01825", "5.448", "11634662.9326791", "0", "0", "0", "", "", "", "No matches found", " No matches found", "", "No matches found", " No matches found", "NoMSn", "", "[M-H]-1", "573531.141462893", " 665172.103051701", " 487606.407242851", " 670760.807873988", " 597711.001508947", "26.5463469503106", " 189.136686466721", " 38.8266198489644", " 138.501758958395", " 90.0954895280257", "1.176", " 1.376", " 1.226", " 0.992", " 0.891", "0.23", " 0.46", " 0.29", " -0.01", " -0.17", "0.998368369152198", " 0.688059890513869", " 0.701752790994043", " 0.990091381723707", " 0.999999934919644", "1", " 1", " 1", " 1", " 1", "3.6", "", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " 3.3", " 2.8", " ", " ", " 2.6", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " 3.2", " ", " ", " ", " ", " ", " 3.6", " ", " ", " ", " 2.0", " "
"2332", "", "False", "", "", "No results", " No results", " No results", " No results", " No results", "", "539.07935", "538.07208", "3.552", "11628448.0520793", "0", "0", "0", "", "", "", "No matches found", " No matches found", "", "No matches found", " No matches found", "PreferredDDA", "", "[M-H]-1", "529165.14678641", " 352354.247676002", " 988877.038791067", " 409291.662332972", " 417976.665767619", "138.260827054178", " 75.175063666957", " 126.431482874267", " 129.134780496449", " 97.0671531927938", "0.535", " 0.414", " 0.423", " 0.861", " 1.021", "-0.90", " -1.27", " -1.24", " -0.22", " 0.03", "0.999944466746866", " 0.875807737983567", " 0.673655012549288", " 0.846101083708106", " 0.995200896248748", "1", " 1", " 1", " 1", " 1", "4.3", "3.6", " ", " ", " 3.6", " ", " 2.8", " ", " ", " 1.4", " ", " ", " ", " ", " ", " ", " ", " 3.6", " ", " ", " 2.4", " 3.9", " 4.3", " ", " ", " ", " 2.0", " ", " ", " ", " ", " ", " 1.1", " 1.2", " ", " ", " ", " 2.2", " ", " ", " "
"2341", "", "False", "M2 di-hydroxylated metabolite", "C24 H28 F N3 O3", "No match", " No results", " No results", " No results", " Full match", "-2.98", "425.21020", "424.20290", "1.580", "11624175.0235935", "0", "0", "0", "", "", "", "No matches found", " No matches found", "", "No matches found", " Multiple matches found", "PreferredDDA", "", "[M-H]-1", "5555667.70922657", " 590042.91174057", " 719060.008646952", " 856618.349576022", " 959404.636062813", "63.958298900537", " 85.5351570058137", " 170.723203361611", " 138.399543252685", " 103.34696597463", "7.726", " 1.191", " 1.334", " 0.689", " 1.120", "2.95", " 0.25", " 0.42", " -0.54", " 0.16", "0.448052386259229", " 0.995347349428857", " 0.990798791291129", " 0.878993110770585", " 0.999992730830591", "1", " 1", " 1", " 1", " 1", "6.2", "4.3", " ", " 3.9", " 6.2", " ", " 5.1", " ", " 5.5", " ", " ", " 3.3", " ", " 2.0", " ", " ", " 2.0", " 4.7", " ", " ", " 5.1", " ", " 2.6", " ", " ", " 0.7", " 5.5", " ", " ", " ", " ", " 1.7", " 5.8", " ", " 1.1", " 2.0", " ", " ", " 3.2", " 2.8", " 5.1"
"1839", "", "False", "", "C18 H38 Cl2 N4 O S3", "Full match", " No results", " No results", " No results", " No results", "0.59", "492.15877", "491.15163", "5.754", "11623696.0388692", "0", "0", "0", "", "", "", "No matches found", " No matches found", "", "No matches found", " No matches found", "PreferredDDA", "", "[M-H]-1", "417299.818688067", " 3241391.82825742", " 414892.923799145", " 2866210.86644282", " 580867.364753159", "164.036692001344", " 90.6055179787807", " 29.0572562763723", " 77.3864736984193", " 136.171452468861", "1.006", " 6.908", " 1.400", " 1.131", " 0.203", "0.01", " 2.79", " 0.49", " 0.18", " -2.30", "0.699245076791236", " 0.0197060285038162", " 0.395160666394387", " 0.998296829532789", " 0.588768885338101", "1", " 0.426558569848216", " 1", " 1", " 1", "5.1", "", " ", " ", " ", " 2.8", " ", " 2.6", " 3.2", " ", " 2.4", " 2.8", " 3.9", " ", " 5.1", " 3.2", " 2.8", " ", " ", " ", " ", " ", " ", " 4.3", " ", " 3.2", " 1.7", " 3.9", " 2.0", " 4.3", " 4.3", " ", " ", " ", " 3.6", " 0.7", " 3.9", " ", " ", " ", " 2.8"
"3585", "", "False", "O-Desmethyl Gefitinib", "C21 H22 Cl F N4 O3", "No results", " No results", " No results", " No results", " Full match", "1.16", "432.13695", "491.15074", "5.742", "11623696.0388692", "0", "0", "0", "", "", "", "No matches found", " No matches found", "", "No matches found", " Multiple matches found", "OtherDDA", "", "[M-H+HAc]-1", "396704.873106712", " 3446678.21804088", " 257781.418972428", " 2770747.28860597", " 442249.12173972", "171.16289362493", " 90.4875715406051", " 45.8911756823206", " 87.1005143140544", " 144.088478686778", "1.539", " 10.748", " 1.716", " 1.244", " 0.160", "0.62", " 3.43", " 0.78", " 0.31", " -2.65", "0.617169204659969", " 0.0271088770073696", " 0.44387200453331", " 0.989926178961673", " 0.615680351822251", "1", " 0.492115021470797", " 1", " 1", " 1", "5.1", "", " ", " ", " ", " 2.8", " ", " 1.1", " 3.2", " ", " 1.7", " 2.8", " 3.9", " ", " 5.1", " 3.2", " 2.8", " ", " ", " ", " ", " ", " ", " 4.1", " ", " 3.2", " 4.1", " 3.9", " 2.0", " 3.2", " 1.7", " ", " ", " ", " 3.6", " 1.2", " 3.9", " ", " ", " ", " 2.4"
"5347", "", "False", "", "C28 H48 Br Cl O6 S3", "Full match", " No results", " No results", " No results", " No results", "-0.01", "690.14848", "689.14121", "6.971", "11620491.9111044", "0", "0", "0", "", "", "", "No matches found", " No matches found", "", "No matches found", " No matches found", "NoMSn", "", "[M-H]-1", "397026.659054017", " 367911.083165381", " 409177.032288099", " 381292.081764005", " 464564.933160226", "10.798786475019", " 77.6997434976513", " 18.7896593274071", " 9.18602271208939", " 156.502443640958", "0.970", " 0.932", " 1.135", " 0.965", " 1.218", "-0.04", " -0.10", " 0.18", " -0.05", " 0.28", "0.999999302461434", " 0.999382204108206", " 0.0982332040045631", " 0.929191571649219", " 0.0597618115333892", "1", " 1", " 0.546544123497521", " 1", " 1", "5.1", "", " ", " ", " ", " ", " ", " ", " ", " 2.2", " ", " ", " ", " ", " 4.3", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " 5.1", " 4.7", " ", " 4.8", " 2.6", " 3.3", " ", " 2.0"
"818", "", "False", "", "C16 H33 Cl N2 O2 S4", "Full match", " No results", " No results", " No match", " No results", "-3.42", "448.10981", "447.10253", "6.316", "11606337.5046883", "1", "0", "0", "", "", "", "No matches found", " No matches found", "", "No matches found", " No matches found", "PreferredDDA", "", "[M-H]-1", "1188028.32494369", " 3397079.24664515", " 660631.243112679", " 4143589.69416001", " 3300808.28977838", "139.011326618409", " 69.6753329573561", " 117.646677326127", " 74.8964525235773", " 71.3234794675766", "1.798", " 6.272", " 4.996", " 0.820", " 0.797", "0.85", " 2.65", " 2.32", " -0.29", " -0.33", "0.675705507164524", " 0.0205866007203763", " 0.244954455054735", " 0.931281848071317", " 0.780674876593018", "1", " 0.435726788675733", " 0.924235816486111", " 1", " 1", "5.1", "", " ", " 4.8", " ", " 3.9", " 5.1", " 2.4", " 4.3", " ", " ", " 2.0", " 3.9", " 3.2", " 3.2", " 2.4", " 3.2", " ", " ", " ", " 2.8", " ", " ", " ", " ", " 2.0", " 2.4", " 3.2", " 3.2", " 4.7", " 2.8", " ", " 3.2", " ", " 3.2", " 4.3", " 3.6", " ", " 3.6", " 3.9", " 3.6"
"950", "", "False", "", "C16 H30 O4 S2", "Full match", " No results", " No results", " No results", " No results", "1.27", "350.15900", "349.15172", "5.978", "11600429.6388579", "0", "0", "0", "", "", "", "No matches found", " No matches found", "", "No matches found", " No matches found", "PreferredDDA", "", "[M-H]-1", "678606.924061327", " 1487994.82665896", " 764250.682343255", " 1957351.7909775", " 922313.373663108", "124.481749294763", " 84.362525236096", " 161.478028765049", " 99.8466185155281", " 100.299467625669", "0.888", " 2.561", " 1.207", " 0.760", " 0.471", "-0.17", " 1.36", " 0.27", " -0.40", " -1.09", "0.999997065803826", " 0.763307238333413", " 0.999996717493077", " 0.834744473137116", " 0.728720509233517", "1", " 1", " 1", " 1", " 1", "5.8", "", " ", " ", " ", " 3.6", " ", " 3.2", " 2.4", " ", " 4.3", " 2.0", " 2.4", " ", " 2.0", " 3.7", " ", " ", " ", " ", " ", " ", " ", " 4.3", " 3.6", " 5.1", " 3.2", " 5.8", " 3.9", " 1.1", " 2.8", " ", " ", " ", " 2.4", " 2.7", " 3.6", " ", " ", " 0.7", " 5.1"
"4142", "", "False", "", "", "No results", " No results", " No results", " No results", " No results", "", "447.10173", "446.09445", "5.937", "11595847.7848221", "0", "0", "0", "", "", "", "No matches found", " No matches found", "", "No matches found", " No matches found", "NoMSn", "", "[M-H]-1", "1666533.57467471", " 137265.974133455", " 81770.6657896265", " 122020.488012246", " 103662.736405717", "122.799225597867", " 182.95722680813", " 180.367100461749", " 28.4382362669667", " 66.5452899578796", "20.381", " 1.492", " 1.268", " 1.125", " 0.850", "4.35", " 0.58", " 0.34", " 0.17", " -0.24", "0.00282065113883267", " 0.999551111063049", " 0.999269690660306", " 0.793559861975285", " 0.999999864100821", "0.233308144197731", " 1", " 1", " 1", " 1", "5.4", "4.7", " ", " 2.4", " 4.3", " 3.7", " 2.0", " ", " 1.8", " 2.0", " ", " ", " ", " 4.4", " ", " ", " ", " ", " ", " ", " ", " ", " 2.0", " ", " ", " ", " ", " ", " ", " ", " ", " ", " 5.4", " 2.0", " ", " ", " ", " ", " 1.6", " ", " "
"1645", "", "False", "", "C15 H30 Cl2 N6 P2 S5", "Full match", " No results", " No results", " No results", " No results", "-1.80", "585.99772", "584.99044", "6.280", "11581562.6664348", "0", "0", "0", "", "", "", "No matches found", " No matches found", "", "No matches found", " No matches found", "PreferredDDA", "", "[M-H]-1", "1403334.9678097", " 1640676.8605114", " 904750.154861673", " 1187949.93103153", " 2549577.86598169", "76.6683098229981", " 101.187216463134", " 40.4989417758288", " 110.97795894336", " 76.6621722900136", "1.551", " 1.313", " 2.818", " 1.381", " 2.146", "0.63", " 0.39", " 1.49", " 0.47", " 1.10", "0.794275401583762", " 0.228852250729342", " 0.139829998159382", " 0.999454775912298", " 0.99888374409034", "1", " 1", " 0.668735426219293", " 1", " 1", "4.8", "", " ", " 1.3", " ", " 1.3", " 2.0", " ", " 3.6", " ", " ", " ", " 3.6", " 3.2", " 1.7", " ", " 4.3", " ", " ", " ", " ", " ", " ", " ", " ", " ", " 3.6", " 4.8", " ", " 4.3", " ", " 2.2", " 2.8", " 2.4", " 2.0", " 3.6", " ", " ", " 2.8", " 3.6", " 0.7"
"333", "", "False", "", "C12 H8 N6 O14 S", "Full match", " No results", " No results", " No results", " No results", "-0.41", "491.98172", "490.97451", "0.519", "11580316.7776621", "0", "0", "0", "", "", "", "No matches found", " No matches found", "", "No matches found", " No matches found", "PreferredDDA", "", "[M-H]-1", "6372736.75760591", " 4725936.5374307", " 2610647.23383014", " 5501942.59667929", " 5610114.48772196", "60.3401939225198", " 41.4349779518132", " 67.0110816183256", " 67.6449099155186", " 62.6645530657253", "2.441", " 2.108", " 2.149", " 0.859", " 1.020", "1.29", " 1.08", " 1.10", " -0.22", " 0.03", "0.167922410102821", " 0.477228629355144", " 0.305219121900464", " 0.992131591878504", " 0.997826772148811", "1", " 1", " 1", " 1", " 1", "7.0", "6.6", " 5.8", " 6.2", " 6.6", " 6.6", " 6.6", " 7.0", " 6.6", " 7.0", " 6.2", " 6.6", " 6.6", " 5.5", " 7.0", " 6.6", " 7.0", " 7.0", " 6.2", " 7.0", " ", " 6.6", " ", " 6.6", " 6.6", " 6.6", " 6.6", " 7.0", " 6.6", " 7.0", " 7.0", " 7.0", " ", " 7.0", " 6.2", " ", " 7.0", " 6.6", " 6.2", " 6.2", " 6.2"
"1197", "", "False", "", "C38 H20 Cl2 N2 O3", "Full match", " No results", " No results", " No results", " No results", "1.27", "622.08589", "621.07861", "6.278", "11571911.9357082", "0", "0", "0", "", "", "", "No matches found", " No matches found", "", "No matches found", " No matches found", "PreferredDDA", "", "[M-H]-1", "253605.297598657", " 270450.816566374", " 445842.077243685", " 337910.439385836", " 221291.748424564", "31.1907019609825", " 19.0984276850501", " 150.79393716203", " 30.5026379778129", " 22.5810048960777", "0.569", " 0.758", " 0.496", " 0.800", " 0.655", "-0.81", " -0.40", " -1.01", " -0.32", " -0.61", "0.0280097539757292", " 0.140658867436251", " 0.00883581598075667", " 0.941192970827701", " 0.766082151158374", "0.810882377597362", " 1", " 0.11436521876732", " 1", " 1", "4.7", "", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " 3.9", " 4.7", " 3.6", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " "
"2513", "", "False", "", "C17 H37 Cl2 N5 O3 P2", "Full match", " No results", " No results", " No results", " No results", "1.24", "491.17548", "490.16820", "4.715", "11546586.622692", "0", "0", "0", "", "", "", "No matches found", " No matches found", "", "No matches found", " No matches found", "PreferredDDA", "", "[M-H]-1", "1018865.59326385", " 4215396.23675043", " 741482.267114412", " 5303414.3538664", " 1116690.90789555", "144.363380184834", " 86.0897199705923", " 67.6455100232043", " 69.3608795054524", " 115.278503701791", "1.374", " 7.152", " 1.506", " 0.795", " 0.211", "0.46", " 2.84", " 0.59", " -0.33", " -2.25", "0.996942621886519", " 0.0475083759841775", " 0.643475687214362", " 0.868123710148988", " 0.559327139163163", "1", " 0.647739788732467", " 1", " 1", " 1", "2.9", "", " 2.9", " ", " ", " 2.0", " ", " ", " ", " ", " ", " ", " ", " 2.7", " 2.4", " 2.4", " ", " ", " ", " ", " ", " ", " ", " 1.3", " ", " 2.8", " ", " 1.3", " 2.0", " 2.0", " 1.7", " ", " ", " ", " 2.0", " ", " 1.3", " ", " ", " ", " 2.0"
"4224", "", "False", "", "", "No results", " No results", " No results", " No results", " No results", "", "849.40167", "423.69356", "1.613", "11537257.9042803", "0", "0", "0", "", "", "", "No matches found", " No matches found", "", "No matches found", " No matches found", "NoMSn", "", "[M-2H]-2", "5970773.67765582", " 753181.101699983", " 775764.760313059", " 1160213.01737077", " 962789.200504669", "67.2539846678661", " 76.6360487518582", " 159.224451664012", " 117.184483345334", " 102.232454501646", "7.697", " 1.496", " 1.241", " 0.649", " 0.830", "2.94", " 0.58", " 0.31", " -0.62", " -0.27", "0.42268740054651", " 0.888203363289237", " 0.997679681045469", " 0.771322401886308", " 0.974207357646107", "1", " 1", " 1", " 1", " 1", "5.8", "4.7", " ", " 3.6", " 5.5", " ", " 5.1", " ", " 5.5", " ", " ", " ", " ", " 2.8", " ", " ", " 2.0", " 4.7", " ", " ", " 3.9", " ", " 2.6", " ", " ", " 0.7", " 5.5", " ", " ", " ", " ", " 1.4", " 5.8", " ", " ", " 2.0", " ", " ", " 3.2", " 2.4", " 5.1"
