"Compounds ID", "Tags", "Checked", "Name", "Formula", "Annot. Source: Predicted Compositions", "Annot. Source: mzCloud Search", "Annot. Source: mzVault Search", "Annot. Source: ChemSpider Search", "Annot. Source: MassList Search", "Annot. DeltaMass [ppm]", "Calc. MW", "m/z", "RT [min]", "Area (Max.)", "# ChemSpider Results", "# mzCloud Results", "# mzVault Results", "mzCloud Best Match", "mzCloud Best Match Confidence", "mzVault Best Match", "mzVault Library Match: LipidBlast-VS68-Neg", "mzVault Library Match: LipidBlast-VS68-Pos", "Class Coverage: Phosphatidylcholine Compound Class", "Mass List Match: LipidMaps Structure Database 2023-01-11", "Mass List Match: HMDB Serum metabolites (v5. 40600 cpds)", "MS2", "Neutral Losses", "Reference Ion", "Group Area: cla", "Group Area: cla_lps", "Group Area: ctrl", "Group Area: lps", "Group Area: no2-cla_lps", "Group CV [%]: cla", "Group CV [%]: cla_lps", "Group CV [%]: ctrl", "Group CV [%]: lps", "Group CV [%]: no2-cla_lps", "Ratio: (cla) / (ctrl)", "Ratio: (lps) / (ctrl)", "Ratio: (no2-cla_lps) / (ctrl)", "Ratio: (cla_lps) / (lps)", "Ratio: (no2-cla_lps) / (lps)", "Log2 Fold Change: (cla) / (ctrl)", "Log2 Fold Change: (lps) / (ctrl)", "Log2 Fold Change: (no2-cla_lps) / (ctrl)", "Log2 Fold Change: (cla_lps) / (lps)", "Log2 Fold Change: (no2-cla_lps) / (lps)", "P-value: (cla) / (ctrl)", "P-value: (lps) / (ctrl)", "P-value: (no2-cla_lps) / (ctrl)", "P-value: (cla_lps) / (lps)", "P-value: (no2-cla_lps) / (lps)", "Adj. P-value: (cla) / (ctrl)", "Adj. P-value: (lps) / (ctrl)", "Adj. P-value: (no2-cla_lps) / (ctrl)", "Adj. P-value: (cla_lps) / (lps)", "Adj. P-value: (no2-cla_lps) / (lps)", "Peak Rating (Max.)", "Peak Rating: Spleen-H-9.raw (F9)", "Peak Rating: Spleen-H-10.raw (F10)", "Peak Rating: Spleen-H-11.raw (F11)", "Peak Rating: Spleen-H-12.raw (F12)", "Peak Rating: Spleen-H-13.raw (F13)", "Peak Rating: Spleen-H-14.raw (F14)", "Peak Rating: Spleen-H-15.raw (F15)", "Peak Rating: Spleen-H-16.raw (F16)", "Peak Rating: Spleen-H-25.raw (F25)", "Peak Rating: Spleen-H-26.raw (F26)", "Peak Rating: Spleen-H-27.raw (F27)", "Peak Rating: Spleen-H-28.raw (F28)", "Peak Rating: Spleen-H-29.raw (F29)", "Peak Rating: Spleen-H-30.raw (F30)", "Peak Rating: Spleen-H-31.raw (F31)", "Peak Rating: Spleen-H-32.raw (F32)", "Peak Rating: Spleen-H-1.raw (F1)", "Peak Rating: Spleen-H-2.raw (F2)", "Peak Rating: Spleen-H-3.raw (F3)", "Peak Rating: Spleen-H-4.raw (F4)", "Peak Rating: Spleen-H-5.raw (F5)", "Peak Rating: Spleen-H-6.raw (F6)", "Peak Rating: Spleen-H-7.raw (F7)", "Peak Rating: Spleen-H-8.raw (F8)", "Peak Rating: Spleen-H-17.raw (F17)", "Peak Rating: Spleen-H-18.raw (F18)", "Peak Rating: Spleen-H-19.raw (F19)", "Peak Rating: Spleen-H-20.raw (F20)", "Peak Rating: Spleen-H-21.raw (F21)", "Peak Rating: Spleen-H-22.raw (F22)", "Peak Rating: Spleen-H-23.raw (F23)", "Peak Rating: Spleen-H-24.raw (F24)", "Peak Rating: Spleen-H-33.raw (F33)", "Peak Rating: Spleen-H-34.raw (F34)", "Peak Rating: Spleen-H-35.raw (F35)", "Peak Rating: Spleen-H-36.raw (F36)", "Peak Rating: Spleen-H-37.raw (F37)", "Peak Rating: Spleen-H-38.raw (F38)", "Peak Rating: Spleen-H-39.raw (F39)", "Peak Rating: Spleen-H-40.raw (F40)"
"6680", "", "False", "PA(16:0/0:0)", "C19 H39 O7 P", "No results", " No results", " No results", " Full match", " Full match", "2.28", "410.24428", "409.23700", "2.665", "4849980.98506523", "1", "0", "0", "", "", "", "No matches found", " No matches found", "", "Multiple matches found", " Single match found", "NoMSn", "", "[M-H]-1", "1108191.27154456", " 1378214.60611059", " 393811.717808655", " 2366072.13011825", " 101460.433159822", "72.8299915474023", " 90.2355032118765", " 93.9297562666056", " 86.3221940560295", " 140.413551327122", "2.814", " 6.008", " 0.258", " 0.582", " 0.043", "1.49", " 2.59", " -1.96", " -0.78", " -4.54", "0.772324696770487", " 0.365888055111107", " 0.978106457725878", " 0.999973491010639", " 0.134596978355376", "1", " 1", " 1", " 1", " 1", "3.4", "", " ", " ", " ", " 3.2", " 0.8", " ", " ", " ", " 2.4", " 2.4", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " 2.0", " ", " ", " 3.2", " ", " 2.1", " 3.4", " 1.7", " 3.0", " ", " ", " ", " ", " ", " "
"4383", "", "False", "", "C14 H27 Cl N4 O11 P2 S3", "Full match", " No results", " No results", " No results", " No results", "0.45", "620.00050", "618.99322", "4.576", "4847156.1567363", "0", "0", "0", "", "", "", "No matches found", " No matches found", "", "No matches found", " No matches found", "PreferredDDA", "", "[M-H]-1", "625581.627791503", " 784745.395323885", " 358762.056989424", " 1055492.88528644", " 924157.109794365", "50.5422592026585", " 105.668338254282", " 66.1480103014547", " 91.8687284299992", " 90.9755771043092", "1.744", " 2.942", " 2.576", " 0.743", " 0.876", "0.80", " 1.56", " 1.37", " -0.43", " -0.19", "0.757377084058297", " 0.0644300676460419", " 0.223780415061505", " 0.998120191623152", " 0.971405044421197", "1", " 0.731342382774763", " 0.878631512119878", " 1", " 1", "3.0", "", " ", " 2.2", " ", " ", " ", " ", " ", " 3.0", " ", " ", " ", " 2.4", " ", " ", " 1.3", " ", " ", " ", " ", " ", " ", " ", " ", " ", " 1.3", " ", " ", " 1.8", " ", " ", " 0.9", " 2.2", " ", " 2.4", " ", " ", " 2.0", " 0.9", " "
"1832", "", "False", "", "C2 H2 N5 O7 P3", "Full match", " No results", " No results", " No results", " No results", "-0.87", "300.91644", "299.90917", "8.884", "4846801.85072345", "0", "0", "0", "", "", "", "No matches found", " No matches found", "", "No matches found", " No matches found", "PreferredDDA", "", "[M-H]-1", "2338773.30002177", " 1369215.49769891", " 3648927.67198408", " 1618174.00786028", " 1105630.06223554", "40.2224450516809", " 37.653587084061", " 40.0465217256888", " 36.1295308202083", " 39.3251917394344", "0.641", " 0.443", " 0.303", " 0.846", " 0.683", "-0.64", " -1.17", " -1.72", " -0.24", " -0.55", "0.245464619617284", " 0.184196636097893", " 0.00427771103745034", " 0.567804765334509", " 0.518340007998189", "1", " 1", " 0.0718605809676135", " 1", " 1", "7.0", "5.8", " 5.1", " ", " 6.6", " ", " 6.2", " ", " 6.2", " ", " ", " ", " ", " ", " ", " ", " ", " 4.7", " 4.5", " 3.2", " 7.0", " 7.0", " 6.2", " ", " 1.3", " ", " 6.9", " 1.8", " ", " ", " ", " ", " 5.6", " 2.2", " 1.9", " 3.7", " ", " ", " ", " ", " "
"1857", "", "False", "Trombodipine", "C21 H24 N2 O7 S", "No match", " No results", " No results", " No results", " Full match", "-3.21", "448.12898", "447.12168", "6.529", "4845997.21399812", "0", "0", "0", "", "", "", "No matches found", " No matches found", "", "No matches found", " Single match found", "PreferredDDA", "", "[M-H]-1", "394685.367873396", " 480611.38326866", " 459623.717506016", " 845382.839039552", " 541391.578108923", "55.7795804364261", " 61.8098850621592", " 64.4044257239776", " 109.659407886443", " 88.4792981844146", "0.859", " 1.839", " 1.178", " 0.569", " 0.640", "-0.22", " 0.88", " 0.24", " -0.81", " -0.64", "0.998981346614647", " 0.252213528557695", " 0.964618140533852", " 0.838553924308641", " 0.617263824608354", "1", " 1", " 1", " 1", " 1", "5.6", "", " ", " 3.3", " 0.8", " 2.2", " 3.3", " ", " 2.7", " 1.6", " ", " ", " 3.7", " 3.7", " ", " ", " 5.1", " 1.8", " ", " ", " 2.6", " ", " ", " ", " ", " ", " 3.6", " ", " ", " 3.3", " ", " 3.9", " 3.6", " 5.6", " ", " 2.6", " ", " ", " 4.7", " 5.1", " 2.6"
"4861", "", "False", "Pratensein 7-O-(6''-malonylglucoside)", "C25 H24 O14", "No results", " No results", " No results", " No results", " Full match", "-0.36", "548.11641", "547.10913", "4.204", "4836693.13465794", "0", "0", "0", "", "", "", "No matches found", " No matches found", "", "Multiple matches found", " No matches found", "NoMSn", "", "[M-H]-1", "275041.899430026", " 134952.680358016", " 117595.984316651", " 275564.291230233", " 173925.639371043", "133.953798652352", " 97.7547328204844", " 25.4140284643614", " 164.514203606114", " 126.870834753467", "2.339", " 2.343", " 1.479", " 0.490", " 0.631", "1.23", " 1.23", " 0.56", " -1.03", " -0.66", "0.200626347442576", " 0.23754267006865", " 0.507647121414674", " 0.656417253074924", " 0.985472407886416", "1", " 1", " 1", " 1", " 1", "5.6", "", " ", " 1.3", " 1.1", " ", " 2.0", " ", " ", " 4.1", " ", " ", " ", " ", " ", " ", " 5.6", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " 1.7", " 2.6", " 2.4", " ", " ", " ", " ", " 3.6", " 2.3", " "
"1773", "", "False", "", "C21 H31 O7 P", "Full match", " No results", " No results", " No results", " No results", "-2.36", "426.17973", "425.17124", "4.154", "4836120.59125497", "0", "0", "0", "", "", "", "No matches found", " No matches found", "", "No matches found", " No matches found", "OtherDDA", "", "[M-H]-1", "1478682.37031648", " 690687.913623039", " 1283182.39796152", " 661534.988858893", " 989695.988258729", "87.0605535106136", " 78.8521707806936", " 72.287690954103", " 93.4859775848055", " 82.5068836397973", "1.152", " 0.516", " 0.771", " 1.044", " 1.496", "0.20", " -0.96", " -0.37", " 0.06", " 0.58", "0.983496790190412", " 0.99546627184496", " 0.991184870184564", " 0.998988894337753", " 0.999993681989486", "1", " 1", " 1", " 1", " 1", "5.2", "2.4", " 3.0", " ", " 0.9", " ", " ", " ", " 3.6", " 1.6", " 2.4", " 2.4", " 2.2", " 1.2", " ", " 1.1", " 1.2", " 4.7", " 2.0", " 4.3", " 2.2", " ", " 5.2", " 1.7", " ", " 0.9", " ", " 3.0", " 2.4", " ", " 4.5", " ", " ", " ", " ", " ", " ", " ", " 2.4", " ", " 2.6"
"6657", "", "False", "", "", "No results", " No results", " No results", " No results", " No results", "", "215.78966", "214.78239", "1.346", "4834827.16192503", "0", "0", "0", "", "", "", "No matches found", " No matches found", "", "No matches found", " No matches found", "NoMSn", "", "[M-H]-1", "257377.006304911", " 334687.586854673", " 254020.684978628", " 782807.684646183", " 1977849.42385742", "47.5934458705367", " 131.109112636692", " 28.0281698709794", " 98.8510529248475", " 76.126735579501", "1.013", " 3.082", " 7.786", " 0.428", " 2.527", "0.02", " 1.62", " 2.96", " -1.23", " 1.34", "1", " 0.241588270790791", " 0.00896197478641625", " 0.999386640915588", " 0.59431022341207", "1", " 1", " 0.115175719799866", " 1", " 1", "3.9", "", " ", " ", " ", " 1.4", " ", " ", " ", " ", " ", " ", " ", " ", " 2.8", " ", " 1.8", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " 2.4", " 2.4", " ", " ", " 2.4", " ", " 3.9", " ", " ", " ", " ", " ", " ", " "
"6694", "", "False", "", "C2 H3 Cl2 N3 O10", "Full match", " No results", " No results", " No results", " No results", "-4.32", "298.91826", "297.91098", "4.609", "4832147.78517476", "0", "0", "0", "", "", "", "No matches found", " No matches found", "", "No matches found", " No matches found", "NoMSn", "", "[M-H]-1", "1507529.59286877", " 736836.828487521", " 2444694.57461994", " 813327.571362835", " 570011.599692171", "34.0394816506378", " 44.4129537688048", " 58.3341454429718", " 109.201958496007", " 42.3901227847819", "0.617", " 0.333", " 0.233", " 0.906", " 0.701", "-0.70", " -1.59", " -2.10", " -0.14", " -0.51", "0.831930733779295", " 0.131157777901388", " 0.00700078887667244", " 0.859242868739515", " 0.736805714324496", "1", " 0.999807495465016", " 0.099512031741244", " 1", " 1", "3.0", "", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " 1.8", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " 3.0", " ", " ", " ", " ", " ", " ", " ", " ", " ", " 0.7", " ", " 1.1"
"1552", "", "False", "", "C26 H24 Br Cl2 N5 O2", "Full match", " No results", " No results", " No results", " No results", "2.81", "587.05069", "586.04342", "4.845", "4831789.60868976", "0", "0", "0", "", "", "", "No matches found", " No matches found", "", "No matches found", " No matches found", "PreferredDDA", "", "[M-H]-1", "604598.066509917", " 200378.234689316", " 347728.148210208", " 263041.194521136", " 279881.554005593", "140.693064663082", " 96.8921300805609", " 71.5754588179662", " 108.212224767546", " 57.8977460574139", "1.739", " 0.756", " 0.805", " 0.762", " 1.064", "0.80", " -0.40", " -0.31", " -0.39", " 0.09", "0.379182609574667", " 0.994718892314456", " 0.99827307671832", " 0.959807774856841", " 0.999977652910613", "1", " 1", " 1", " 1", " 1", "5.5", "3.7", " ", " 3.7", " 5.1", " ", " 1.4", " ", " ", " 3.3", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " 3.0", " ", " ", " ", " ", " 3.5", " ", " ", " ", " ", " 5.5", " ", " 1.4", " ", " ", " ", " 3.7", " ", " ", " "
"4966","","False","6-Bromo-5E,9Z,13Z-docosatrienoic acid","C22 H37 Br O2","No results"," No results"," No results"," No results"," Full match","-1.52","412.19707","411.18979","3.991","4829915.97092736","0","0","0","","","","No matches found"," No matches found","","Single match found"," Single match found","NoMSn","","[M-H]-1","331308.066001873"," 513905.116501626"," 85059.4406685482"," 179039.424349071"," 1399948.1049212","109.227313679891"," 114.794128419249"," 122.780751678043"," 163.551927257034"," 88.4239871704101","3.895"," 2.105"," 16.458"," 2.870"," 7.819","1.96"," 1.07"," 4.04"," 1.52"," 2.97","0.313658364394303"," 0.447180989381796"," 0.0125906164789303"," 0.704785905095612"," 0.427177933495516","1"," 1"," 0.142640675349875"," 1"," 1","5.4",""," "," 1.8"," "," 3.9"," 2.2"," 2.3"," 3.9"," 1.4"," "," "," 2.8"," 3.6"," 3.3"," "," 4.3"," "," "," "," "," "," "," 1.8"," "," "," "," 0.9"," "," 2.8"," "," "," "," 1.4"," 2.8"," 3.2"," 2.4"," "," 5.2"," 3.9"," 5.4"
"1951", "", "False", "Agehoustin D", "C21 H22 O10", "No results", " No results", " No results", " Partial match", " Full match", "-4.16", "434.11949", "433.11221", "5.170", "4826472.33930621", "9", "0", "0", "", "", "", "No matches found", " No matches found", "", "Multiple matches found", " Multiple matches found", "PreferredDDA", "", "[M-H]-1", "641889.557472555", " 1199961.53725196", " 704967.470693289", " 664178.448198612", " 352198.660617458", "101.683905146651", " 76.4835296245807", " 119.490500833873", " 77.1050906541579", " 99.183344860644", "0.911", " 0.942", " 0.500", " 1.807", " 0.530", "-0.14", " -0.09", " -1.00", " 0.85", " -0.92", "0.99976390456996", " 0.999999940743726", " 0.954548570803986", " 0.99875495441147", " 0.95943957279331", "1", " 1", " 1", " 1", " 1", "4.7", "", " 3.6", " ", " ", " 1.7", " ", " 3.2", " ", " ", " 4.7", " 4.3", " ", " ", " 1.7", " 2.4", " ", " ", " ", " 3.3", " 1.1", " ", " ", " 4.3", " 1.7", " 3.6", " ", " ", " 2.4", " ", " 2.2", " ", " ", " ", " ", " ", " 2.2", " ", " ", " ", " 2.0"
"2487", "", "False", "", "C39 H13 Cl2 N6 P", "Full match", " No results", " No results", " No results", " No results", "1.24", "666.03246", "665.02518", "6.504", "4821679.63741248", "0", "0", "0", "", "", "", "No matches found", " No matches found", "", "No matches found", " No matches found", "NoMSn", "", "[M-H]-1", "284543.777568847", " 198070.759975495", " 356450.299434941", " 211236.565762148", " 145236.621635594", "90.3726738605711", " 38.0073296626104", " 157.28759448369", " 54.537509120063", " 44.3674373559806", "0.798", " 0.593", " 0.407", " 0.938", " 0.688", "-0.33", " -0.75", " -1.30", " -0.09", " -0.54", "0.896667251902696", " 0.669743739670951", " 0.0853820465119398", " 0.912869782383276", " 0.694285381547974", "1", " 1", " 0.499019565246431", " 1", " 1", "5.5", "", " ", " 1.2", " 5.5", " 1.4", " ", " ", " 1.8", " ", " ", " ", " ", " ", " ", " ", " ", " 2.2", " 4.8", " 2.0", " ", " ", " ", " ", " ", " ", " 3.5", " ", " ", " 2.6", " ", " ", " ", " ", " ", " 2.7", " ", " ", " ", " ", " "
"4881", "", "False", "", "C21 H27 Cl2 O18 P", "Full match", " No results", " No results", " No results", " No results", "0.36", "668.03145", "667.02417", "6.598", "4821679.63741248", "0", "0", "0", "", "", "", "No matches found", " No matches found", "", "No matches found", " No matches found", "NoMSn", "", "[M-H]-1", "594136.624593158", " 432913.554749482", " 896440.731301748", " 563721.136462998", " 325493.143099832", "46.037759771004", " 45.6568446031051", " 110.825034930173", " 44.383400368959", " 43.5601122820142", "0.663", " 0.629", " 0.363", " 0.768", " 0.577", "-0.59", " -0.67", " -1.46", " -0.38", " -0.79", "0.544691864365014", " 0.500527902441262", " 0.0264671766793404", " 0.885493420049921", " 0.550719295959105", "1", " 1", " 0.235038271431566", " 1", " 1", "4.1", "", " ", " 1.2", " ", " ", " ", " ", " 1.8", " ", " ", " ", " ", " ", " ", " ", " ", " ", " 2.0", " 2.0", " ", " ", " ", " ", " ", " ", " 4.1", " ", " ", " 3.0", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " "
"4566", "", "False", "", "", "No results", " No results", " No results", " No results", " No results", "", "494.05638", "493.04910", "6.256", "4820915.97021153", "0", "0", "0", "", "", "", "No matches found", " No matches found", "", "No matches found", " No matches found", "NoMSn", "", "[M-H]-1", "449335.321530923", " 1574765.15825916", " 568763.248270742", " 1376089.13556841", " 1985024.46279803", "127.103794196289", " 86.1319882355828", " 40.33538516768", " 76.6197925687995", " 58.7910851986235", "0.790", " 2.419", " 3.490", " 1.144", " 1.443", "-0.34", " 1.27", " 1.80", " 0.19", " 0.53", "0.908701250752371", " 0.144680602992699", " 0.158141513881365", " 0.999722848639994", " 0.999998956221944", "1", " 1", " 0.71758570954005", " 1", " 1", "4.8", "", " ", " 0.9", " ", " ", " ", " ", " 2.4", " ", " 3.7", " ", " 3.6", " 3.6", " 3.2", " 3.1", " 3.9", " ", " ", " ", " 2.2", " ", " ", " ", " ", " 4.8", " 2.8", " 3.2", " ", " 3.9", " ", " 2.2", " 1.3", " ", " 4.3", " 3.9", " 3.6", " ", " 2.0", " 3.3", " 1.3"
"1190", "", "False", "", "C18 H30 Br Cl3 O2", "Full match", " No results", " No results", " No results", " No results", "0.70", "462.04980", "461.04249", "5.927", "4818572.76805962", "0", "0", "0", "", "", "", "No matches found", " No matches found", "", "No matches found", " No matches found", "PreferredDDA", "", "[M-H]-1", "2186530.77578149", " 1201111.50067101", " 1678240.73373884", " 2466116.70299807", " 1855814.24637889", "53.072941961013", " 38.5506996037015", " 84.194895471731", " 58.3594174996816", " 56.9518404181417", "1.303", " 1.469", " 1.106", " 0.487", " 0.753", "0.38", " 0.56", " 0.15", " -1.04", " -0.41", "0.884422400743989", " 0.641340361829485", " 0.83465275712493", " 0.447653958816374", " 0.996856230011277", "1", " 1", " 1", " 1", " 1", "7.0", "1.4", " 5.4", " 5.5", " 3.9", " 6.2", " 5.1", " 5.1", " 5.5", " 5.7", " 5.7", " 6.1", " 4.2", " 6.0", " 4.2", " ", " 2.7", " 5.1", " ", " 5.4", " 5.1", " 3.6", " 1.4", " 5.1", " 3.3", " 4.3", " 7.0", " 4.5", " 3.0", " 3.9", " 2.6", " 4.7", " 5.1", " 4.7", " 5.5", " 4.8", " 4.7", " 1.8", " 4.3", " 6.2", " 5.1"
"1545", "", "False", "Peliglitazar", "C30 H30 N2 O7", "No match", " No results", " No results", " Full match", " Full match", "-3.39", "530.20350", "529.19623", "5.880", "4814033.22523961", "1", "0", "0", "", "", "", "No matches found", " No matches found", "", "No matches found", " Single match found", "PreferredDDA", "", "[M-H]-1", "214616.452636565", " 205687.774432105", " 201269.406085872", " 279337.586871731", " 211715.443712326", "42.167485379756", " 20.5479342906154", " 154.882822372676", " 140.989414869715", " 33.3620151396231", "1.066", " 1.388", " 1.052", " 0.736", " 0.758", "0.09", " 0.47", " 0.07", " -0.44", " -0.40", "0.609938335126644", " 0.953096247378859", " 0.266767118900143", " 0.795227811198423", " 0.671295214123667", "1", " 1", " 0.973066958272885", " 1", " 1", "6.2", "3.1", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " 4.7", " ", " 6.2", " ", " ", " ", " ", " ", " ", " ", " ", " ", " 3.6", " ", " ", " ", " ", " ", " ", " ", " "
"5338", "", "False", "", "", "No results", " No results", " No results", " No results", " No results", "", "558.01222", "557.00494", "6.151", "4809308.39256596", "0", "0", "0", "", "", "", "No matches found", " No matches found", "", "No matches found", " No matches found", "NoMSn", "", "[M-H]-1", "405992.506273703", " 398619.330567426", " 513036.919676887", " 511355.330153695", " 379892.563852189", "95.0370862920855", " 140.140567497017", " 111.024020135682", " 150.095691849438", " 21.6355648968317", "0.791", " 0.997", " 0.740", " 0.780", " 0.743", "-0.34", " 0.00", " -0.43", " -0.36", " -0.43", "0.997945758010047", " 0.996763714135517", " 0.892951699681786", " 0.993315390483145", " 0.721689661421645", "1", " 1", " 1", " 1", " 1", "3.9", "", " ", " ", " ", " ", " ", " 3.9", " ", " ", " ", " 2.4", " ", " 3.7", " ", " ", " ", " ", " ", " 2.4", " ", " ", " ", " ", " ", " 3.2", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " "
"4772", "", "False", "", "", "No results", " No results", " No results", " No results", " No results", "", "651.99501", "650.98773", "6.095", "4804171.45836079", "0", "0", "0", "", "", "", "No matches found", " No matches found", "", "No matches found", " No matches found", "NoMSn", "", "[M-H]-1", "150617.304641256", " 139319.853889592", " 146190.48727047", " 177514.964598408", " 276684.821844538", "161.013104609012", " 218.1356580128", " 37.0597951272839", " 160.58166394243", " 144.346496009516", "1.030", " 1.214", " 1.893", " 0.785", " 1.559", "0.04", " 0.28", " 0.92", " -0.35", " 0.64", "0.962732810780578", " 0.80272995365012", " 0.260634472178391", " 0.999716615154694", " 0.87373891133382", "1", " 1", " 0.960377764475743", " 1", " 1", "5.0", "", " ", " 2.4", " ", " ", " 3.1", " ", " 5.0", " ", " ", " ", " ", " 2.0", " ", " ", " 2.3", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " 1.3", " ", " ", " 3.5", " 3.5", " 3.5", " 2.0", " ", " ", " ", " 2.4", " "
"2522", "", "False", "", "", "No results", " No results", " No results", " No results", " No results", "", "589.98727", "588.97999", "6.421", "4788421.35623111", "0", "0", "0", "", "", "", "No matches found", " No matches found", "", "No matches found", " No matches found", "PreferredDDA", "", "[M-H]-1", "599140.672609913", " 883024.640189685", " 403393.734146907", " 506486.917080294", " 696019.14229077", "113.918243060321", " 83.1632432155611", " 54.323023725078", " 126.300881096887", " 97.2040571644239", "1.485", " 1.256", " 1.725", " 1.743", " 1.374", "0.57", " 0.33", " 0.79", " 0.80", " 0.46", "0.522929592513774", " 0.532548746709174", " 0.847266664058562", " 0.99999999997069", " 0.981817714761155", "1", " 1", " 1", " 1", " 1", "4.3", "", " ", " 1.7", " 2.0", " 4.3", " 3.5", " 1.1", " 4.3", " ", " ", " ", " 3.3", " 3.2", " 1.1", " ", " 3.9", " ", " ", " ", " ", " ", " ", " ", " ", " ", " 2.4", " 3.7", " ", " 2.8", " 2.6", " 3.5", " 2.6", " ", " 4.1", " 2.5", " 2.8", " ", " ", " ", " "
"938", "", "False", "", "", "No results", " No results", " No results", " No results", " No results", "", "377.05543", "358.03754", "0.601", "4786651.85652878", "0", "0", "0", "", "", "", "No matches found", " No matches found", "", "No matches found", " No matches found", "OtherDDA", "", "[M-H-H2O]-1", "540163.889695424", " 271325.463884139", " 1251282.61328566", " 602516.085174905", " 560351.591821194", "105.944607099914", " 165.860118584027", " 98.2330607999212", " 125.482652753022", " 103.341660641381", "0.432", " 0.482", " 0.448", " 0.450", " 0.930", "-1.21", " -1.05", " -1.16", " -1.15", " -0.10", "0.964540188100507", " 0.969951263900224", " 0.998845721826878", " 0.926123446245788", " 0.996253124900746", "1", " 1", " 1", " 1", " 1", "6.6", "5.8", " 6.0", " ", " ", " 6.6", " ", " 5.8", " ", " 5.4", " ", " ", " 5.2", " 5.4", " 5.4", " ", " 5.8", " 5.1", " 6.0", " 6.6", " ", " 6.4", " ", " 6.6", " 6.6", " 6.0", " ", " 6.6", " 6.2", " 6.2", " ", " ", " ", " 6.0", " 3.3", " ", " 6.0", " 6.0", " 6.6", " 6.0", " "
"6012", "", "False", "", "", "No results", " No results", " No results", " No results", " No results", "", "390.23639", "389.22912", "3.439", "4783521.28290301", "0", "0", "0", "", "", "", "No matches found", " No matches found", "", "No matches found", " No matches found", "NoMSn", "", "[M-H]-1", "535281.090322673", " 81482.1684259778", " 75033.4016095535", " 81577.0747087323", " 113953.396681461", "96.9496366887772", " 92.0024242875482", " 158.567037846218", " 162.289082967457", " 173.489340547843", "7.134", " 1.087", " 1.519", " 0.999", " 1.397", "2.83", " 0.12", " 0.60", " 0.00", " 0.48", "0.980960840705304", " 0.999796920673207", " 0.999995795088993", " 0.747335789375215", " 0.999277466530232", "1", " 1", " 1", " 1", " 1", "5.2", "3.2", " ", " 3.7", " 5.2", " 5.2", " 3.7", " ", " 3.0", " 1.6", " ", " ", " ", " ", " ", " ", " 0.5", " 2.4", " ", " ", " 3.9", " ", " 2.6", " ", " ", " ", " 4.8", " ", " ", " ", " ", " 3.2", " 4.7", " ", " ", " ", " ", " ", " 5.1", " 3.3", " 0.7"
"833", "", "False", "", "C13 H5 N10 O13 P S", "Full match", " No results", " No results", " No results", " No results", "-1.33", "571.94883", "570.94155", "0.490", "4783394.99991125", "0", "0", "0", "", "", "", "No matches found", " No matches found", "", "No matches found", " No matches found", "PreferredDDA", "", "[M-H]-1", "223762.95939064", " 222606.379856443", " 223563.642682783", " 257731.473718772", " 310021.364115483", "34.8173270226098", " 108.067569701189", " 26.2340028724335", " 29.4513599222618", " 145.804768629498", "1.001", " 1.153", " 1.387", " 0.864", " 1.203", "0.00", " 0.21", " 0.47", " -0.21", " 0.27", "0.999941218205891", " 0.986182334922933", " 0.0724845005115144", " 0.969840938752859", " 0.201832091968956", "1", " 1", " 0.452572168901871", " 1", " 1", "7.0", "", " ", " ", " ", " ", " ", " ", " ", " 3.7", " ", " ", " ", " ", " ", " 5.1", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " 7.0", " ", " ", " 6.2"
"5312", "", "False", "", "", "No results", " No results", " No results", " No results", " No results", "", "589.95862", "570.94025", "0.498", "4783394.99991125", "0", "0", "0", "", "", "", "No matches found", " No matches found", "", "No matches found", " No matches found", "NoMSn", "", "[M-H-H2O]-1", "246341.406107111", " 252733.41240525", " 237146.368221596", " 281766.251128744", " 345837.467539132", "32.5355169771029", " 101.87005937275", " 25.5522075092305", " 27.4332718204095", " 141.446616398585", "1.039", " 1.188", " 1.458", " 0.897", " 1.227", "0.05", " 0.25", " 0.54", " -0.16", " 0.30", "0.996952007256584", " 0.956021715631365", " 0.0369547682359663", " 0.981418110488526", " 0.166626322243453", "1", " 1", " 0.291720141758575", " 1", " 1", "7.0", "", " ", " ", " ", " ", " ", " ", " ", " 3.7", " ", " ", " ", " ", " ", " 5.1", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " 7.0", " ", " ", " 6.2"
